"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000025912",46.4977364905068,-0.13067026241865,0.15268214764402,-0.855831964869324,0.392090731668496,0.998518340850117
"ENSMUSG00000045210",2707.80718935179,0.00257745718552508,0.0580772244445599,0.0443798272072299,0.964601641360169,0.998518340850117
"ENSMUSG00000097893",33.2105208842608,-0.0654144263022244,0.135756501286561,-0.481851150274894,0.629911690130164,0.998518340850117
"ENSMUSG00000025915",284.739235278233,-0.0630897369788601,0.118599042590189,-0.531958231710711,0.594754924522233,0.998518340850117
"ENSMUSG00000046101",1.56954375042323,-0.122280738800401,0.751507613157797,-0.162713905567214,0.870743697847323,0.998518340850117
"ENSMUSG00000098234",265.391630822669,-0.0147121935330322,0.0875277371795244,-0.168086071994031,0.866515566395936,0.998518340850117
"ENSMUSG00000093178",3.19539902614045,-0.224066322340341,0.592743237258204,-0.378015822460976,0.705418839969066,0.998518340850117
"ENSMUSG00000099032",37.3567531671326,0.132685099075883,0.199281094006373,0.665818801013001,0.505526926137499,0.998518340850117
"ENSMUSG00000104025",0.124456933950438,0.350845810122688,2.81588854065902,0.124595062999396,0.900844137095889,0.998518340850117
"ENSMUSG00000025916",0.530607331979805,-0.0282605970867403,0.997617681568954,-0.0283280836024225,0.977400482108306,0.998518340850117
"ENSMUSG00000095780",0.075014986978209,-0.466674564284287,3.02618920828379,-0.15421195839534,0.877442613544716,0.998518340850117
"ENSMUSG00000025917",2170.53443781771,0.11150757450674,0.0509110752397919,2.19024198529569,0.0285066917927557,0.998518340850117
"ENSMUSG00000056763",629.982160671411,0.0267275798172983,0.0810363316959261,0.329822182938742,0.741534324872209,0.998518340850117
"ENSMUSG00000067851",10034.5335954006,0.02792471851432,0.0674045366764074,0.414285445627787,0.678665071538272,0.998518340850117
"ENSMUSG00000102556",0.519537012648584,-0.794566376338674,1.20406965581873,-0.659900673103828,0.509317572243346,0.998518340850117
"ENSMUSG00000042501",11.748049690465,-0.198944097387468,0.371476343243336,-0.535549843229585,0.592269701085792,0.998518340850117
"ENSMUSG00000100648",0.0857503144923977,0.591290108341795,3.02618920828379,0.195390990993959,0.845086868839147,0.998518340850117
"ENSMUSG00000048960",218.291971017234,-0.0372052852488156,0.153798302857046,-0.24190959560456,0.80885021471471,0.998518340850117
"ENSMUSG00000057715",7.81341945717372,-0.133584373077287,0.405444458616757,-0.329476381384106,0.741795643219975,0.998518340850117
"ENSMUSG00000016918",244.080299099079,-0.0917180591361302,0.150239945974657,-0.610477183954801,0.541545752917218,0.998518340850117
"ENSMUSG00000025938",14.7932366938923,-0.0740171344302794,0.259680047367308,-0.285032043010931,0.775619592935982,0.998518340850117
"ENSMUSG00000042414",34.3787827844031,0.104397136808781,0.325620850676844,0.32060949595758,0.748506340489423,0.998518340850117
"ENSMUSG00000005886",3168.50288492745,0.0293961104272824,0.0526023531036778,0.558836414966902,0.576273367706762,0.998518340850117
"ENSMUSG00000103506",0.726771237434248,-0.894808605159688,0.882899616267888,-1.01348849707529,0.310826887757168,0.998518340850117
"ENSMUSG00000103495",0.133837448744283,0.6369540765488,2.81097044661332,0.226595792679431,0.820738064160925,0.998518340850117
