"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"genes";"signal"
"Tspan52";2,86107500873756e-10;0,79733304868772;0,19;0,085;5,83945409283336e-06;"ImmEntero";"Tspan5";"Downregulated_yMB"
"Pcsk52";2,90523739105971e-10;0,605602683621219;0,617;0,415;5,92958951515286e-06;"ImmEntero";"Pcsk5";"Downregulated_yMB"
"Dhx383";2,91290777974958e-10;0,623224950971991;0,218;0,103;5,94524477846889e-06;"ImmEntero";"Dhx38";"Downregulated_yMB"
"Lrrc13";2,94892941938882e-10;0,814243252742878;0,353;0,2;6,01876494497258e-06;"ImmEntero";"Lrrc1";"Downregulated_yMB"
"Ext12";2,95364220073318e-10;0,626381407235438;0,305;0,162;6,02838373169643e-06;"ImmEntero";"Ext1";"Downregulated_yMB"
"Sec16b2";2,95606257357273e-10;0,371067060408699;0,294;0,151;6,03332371266195e-06;"ImmEntero";"Sec16b";"Downregulated_yMB"
"Tnfrsf11a2";2,97678923086776e-10;0,570061370446714;0,328;0,174;6,07562682020109e-06;"ImmEntero";"Tnfrsf11a";"Downregulated_yMB"
"Nek91";2,98462175666597e-10;0,725055358887932;0,172;0,073;6,09161300535524e-06;"ImmEntero";"Nek9";"Downregulated_yMB"
"Stam3";2,99364917111391e-10;0,59769054462436;0,193;0,086;6,1100379582435e-06;"ImmEntero";"Stam";"Downregulated_yMB"
"Ncaph23";3,0119296004406e-10;0,544710726444355;0,312;0,163;6,14734831449925e-06;"ImmEntero";"Ncaph2";"Downregulated_yMB"
"1500015A07Rik1";3,05551828380743e-10;1,86279389854577;0,096;0,031;6,23631281725096e-06;"ImmEntero";"1500015A07Rik";"Downregulated_yMB"
"Nsun62";3,10708571869279e-10;0,774075563750125;0,117;0,041;6,34156195185198e-06;"ImmEntero";"Nsun6";"Downregulated_yMB"
"Atp6v0a12";3,13257145412678e-10;0,513825084498715;0,328;0,176;6,39357833787276e-06;"ImmEntero";"Atp6v0a1";"Downregulated_yMB"
"Fbxl193";3,14017272454823e-10;1,33114150972466;0,124;0,045;6,40909253080293e-06;"ImmEntero";"Fbxl19";"Downregulated_yMB"
"Mbtd12";3,1423752495409e-10;0,639472750897479;0,271;0,14;6,41358788431297e-06;"ImmEntero";"Mbtd1";"Downregulated_yMB"
"Cnep1r12";3,32744376919056e-10;0,63639882176307;0,349;0,193;6,79131273291794e-06;"ImmEntero";"Cnep1r1";"Downregulated_yMB"
"Ski2";3,40183806941351e-10;0,572011322507439;0,266;0,134;6,94315149967298e-06;"ImmEntero";"Ski";"Downregulated_yMB"
"Pacs22";3,40878393487534e-10;0,709828965633789;0,138;0,053;6,95732801108057e-06;"ImmEntero";"Pacs2";"Downregulated_yMB"
"Galnt33";3,45356600197566e-10;0,858578225972598;0,241;0,12;7,04872821003232e-06;"ImmEntero";"Galnt3";"Downregulated_yMB"
"Myzap3";3,45533407783415e-10;0,297539405684118;0,289;0,148;7,0523368528595e-06;"ImmEntero";"Myzap";"Downregulated_yMB"
"Apbb22";3,65850410088584e-10;0,690515172714087;0,234;0,114;7,46700686990799e-06;"ImmEntero";"Apbb2";"Downregulated_yMB"
"Brd22";3,69527576708319e-10;0,564885767812901;0,528;0,332;7,5420578406168e-06;"ImmEntero";"Brd2";"Downregulated_yMB"
"Ttc362";3,76159625451185e-10;1,28357262496135;0,096;0,031;7,67741795545869e-06;"ImmEntero";"Ttc36";"Downregulated_yMB"
"Pcsk91";3,76278961119815e-10;1,3362986938924;0,083;0,024;7,67985359645542e-06;"ImmEntero";"Pcsk9";"Downregulated_yMB"
"Abcc11";3,83128373293041e-10;2,69176540397252;0,037;0,005;7,81965009891096e-06;"ImmEntero";"Abcc1";"Downregulated_yMB"
"Plekha13";3,8447189358823e-10;0,288511719632376;0,298;0,153;7,84707134813577e-06;"ImmEntero";"Plekha1";"Downregulated_yMB"
"Vcpip11";3,91718316654554e-10;0,270234990778713;0,314;0,165;7,99497084291944e-06;"ImmEntero";"Vcpip1";"Downregulated_yMB"
"Ptrf";3,95651374334901e-10;3,60722674097548;0,028;0,002;8,07524455017533e-06;"ImmEntero";"Ptrf";"Downregulated_yMB"
"Tcf123";4,02010908913992e-10;0,559378063477716;0,326;0,177;8,20504265093457e-06;"ImmEntero";"Tcf12";"Downregulated_yMB"
"Atg2a3";4,06109545486884e-10;0,788039985406702;0,19;0,086;8,2886958233873e-06;"ImmEntero";"Atg2a";"Downregulated_yMB"
"Galnt43";4,07814762249881e-10;0,639372906697995;0,255;0,129;8,32349929752007e-06;"ImmEntero";"Galnt4";"Downregulated_yMB"
"Slc35a32";4,11400383493335e-10;0,655257114242232;0,548;0,356;8,39668182709898e-06;"ImmEntero";"Slc35a3";"Downregulated_yMB"
"Usp192";4,11559113411099e-10;0,637746671303614;0,307;0,164;8,39992150472052e-06;"ImmEntero";"Usp19";"Downregulated_yMB"
"Myo103";4,11625444468559e-10;0,451002805848665;0,216;0,101;8,40127532160328e-06;"ImmEntero";"Myo10";"Downregulated_yMB"
"Zfyve13";4,18221346250365e-10;0,868056505850767;0,163;0,069;8,53589767696995e-06;"ImmEntero";"Zfyve1";"Downregulated_yMB"
"Foxj33";4,23195054403308e-10;0,33217276623623;0,314;0,167;8,63741106037151e-06;"ImmEntero";"Foxj3";"Downregulated_yMB"
"Rps6kc13";4,27505107623671e-10;0,894049544398881;0,142;0,056;8,72537924659913e-06;"ImmEntero";"Rps6kc1";"Downregulated_yMB"
"Cdip12";4,32873999268804e-10;0,69050237045387;0,344;0,189;8,83495832507628e-06;"ImmEntero";"Cdip1";"Downregulated_yMB"
"Ccni2";4,34056208328532e-10;0,512338604594353;0,541;0,347;8,85908721198533e-06;"ImmEntero";"Ccni";"Downregulated_yMB"
"Rfx13";4,41243894586317e-10;0,889430329442384;0,122;0,045;9,00578788850673e-06;"ImmEntero";"Rfx1";"Downregulated_yMB"
"Map2k33";4,48454473614418e-10;0,674228710138488;0,631;0,44;9,15295580647026e-06;"ImmEntero";"Map2k3";"Downregulated_yMB"
"Acvr2a1";4,53451992611317e-10;0,458546645494113;0,264;0,133;9,25495516919699e-06;"ImmEntero";"Acvr2a";"Downregulated_yMB"
"Ktn13";4,54529704855091e-10;0,821991296082097;0,454;0,275;9,2769512760924e-06;"ImmEntero";"Ktn1";"Downregulated_yMB"
"Gm210922";4,61959627691127e-10;0,580740833560509;0,539;0,35;9,42859600117591e-06;"ImmEntero";"Gm21092";"Downregulated_yMB"
"Cyld2";4,65127424154525e-10;0,551077115488072;0,33;0,178;9,49325072699386e-06;"ImmEntero";"Cyld";"Downregulated_yMB"
"Ikbke2";4,66585335384389e-10;0,630296809570382;0,213;0,1;9,52300669519538e-06;"ImmEntero";"Ikbke";"Downregulated_yMB"
"Aoc12";4,68737273275607e-10;0,565903394206538;0,784;0,748;9,56692774755515e-06;"ImmEntero";"Aoc1";"Downregulated_yMB"
"Bcl2l23";5,00478235843626e-10;0,745253785283182;0,165;0,071;1,02147607935684e-05;"ImmEntero";"Bcl2l2";"Downregulated_yMB"
"Nup882";5,03584104697741e-10;0,805830097917513;0,255;0,13;1,02781515768809e-05;"ImmEntero";"Nup88";"Downregulated_yMB"
"Atp13a21";5,07589392118239e-10;1,39975507496996;0,117;0,042;1,03598994931333e-05;"ImmEntero";"Atp13a2";"Downregulated_yMB"
"Xpo73";5,1019222969042e-10;1,08193185554737;0,268;0,139;1,04130234079815e-05;"ImmEntero";"Xpo7";"Downregulated_yMB"
"Tapt13";5,1055120490137e-10;0,734251049099043;0,174;0,075;1,0420350092037e-05;"ImmEntero";"Tapt1";"Downregulated_yMB"
"Zfp518a3";5,25396926222863e-10;0,445289830499809;0,181;0,079;1,07233512642086e-05;"ImmEntero";"Zfp518a";"Downregulated_yMB"
"Prkcd2";5,29312466065581e-10;0,642264527353228;0,58;0,401;1,08032674323985e-05;"ImmEntero";"Prkcd";"Downregulated_yMB"
"Tmem683";5,31166876909168e-10;1,15479561561471;0,19;0,087;1,08411159577161e-05;"ImmEntero";"Tmem68";"Downregulated_yMB"
"Adrbk12";5,43297821777238e-10;0,440367001717775;0,275;0,14;1,10887085424734e-05;"ImmEntero";"Adrbk1";"Downregulated_yMB"
"Cd1642";5,58213873922708e-10;0,714283433179455;0,468;0,28;1,13931451667625e-05;"ImmEntero";"Cd164";"Downregulated_yMB"
"Gm174911";5,62933118592448e-10;1,02767531228363;0,099;0,032;1,14894649504719e-05;"ImmEntero";"Gm17491";"Downregulated_yMB"
"Gm158003";5,67236706315941e-10;0,719842523322415;0,319;0,173;1,15773011759084e-05;"ImmEntero";"Gm15800";"Downregulated_yMB"
"Snx293";5,70019155431257e-10;1,07457068014865;0,106;0,036;1,1634090962352e-05;"ImmEntero";"Snx29";"Downregulated_yMB"
"Bag63";5,72968139611323e-10;0,529900224785955;0,374;0,211;1,16942797294671e-05;"ImmEntero";"Bag6";"Downregulated_yMB"
"Pld23";5,74360628840328e-10;1,15557556613743;0,101;0,034;1,17227004346311e-05;"ImmEntero";"Pld2";"Downregulated_yMB"
"Wdr243";5,86037921416624e-10;0,982020580270896;0,133;0,051;1,19610339761133e-05;"ImmEntero";"Wdr24";"Downregulated_yMB"
"Crebzf3";5,97434699207096e-10;0,783037176739898;0,206;0,097;1,21936422108168e-05;"ImmEntero";"Crebzf";"Downregulated_yMB"
"Bmp22";6,04951852472932e-10;1,55638767137883;0,106;0,037;1,23470673089725e-05;"ImmEntero";"Bmp2";"Downregulated_yMB"
"Tbc1d151";6,0940929438991e-10;0,379761947051153;0,445;0,254;1,24380436984981e-05;"ImmEntero";"Tbc1d15";"Downregulated_yMB"
"Vezf13";6,13934051033648e-10;0,274264164223413;0,3;0,157;1,25303939815968e-05;"ImmEntero";"Vezf1";"Downregulated_yMB"
"Dock92";6,18852415509792e-10;1,33660739277611;0,08;0,023;1,26307778005549e-05;"ImmEntero";"Dock9";"Downregulated_yMB"
"Aqp14";6,20231561980939e-10;0,860065900217926;0,234;0,119;1,2658926180031e-05;"ImmEntero";"Aqp1";"Downregulated_yMB"
"Gk";6,33394103846617e-10;0,724148748535812;0,58;0,429;1,29275736595095e-05;"ImmEntero";"Gk";"Downregulated_yMB"
"Ipo83";6,38405092950869e-10;0,335297242235276;0,319;0,169;1,30298479471272e-05;"ImmEntero";"Ipo8";"Downregulated_yMB"
"Inafm12";6,47764092395958e-10;0,785923455164351;0,211;0,1;1,32208651258015e-05;"ImmEntero";"Inafm1";"Downregulated_yMB"
"Arih13";6,76853742490787e-10;0,698885761325681;0,369;0,211;1,3814584884237e-05;"ImmEntero";"Arih1";"Downregulated_yMB"
"Agap12";6,82461279277094e-10;0,382192807479225;0,294;0,154;1,39290347100455e-05;"ImmEntero";"Agap1";"Downregulated_yMB"
"Lgals3bp2";6,86213397553535e-10;0,447700922354648;0,521;0,337;1,40056154440677e-05;"ImmEntero";"Lgals3bp";"Downregulated_yMB"
"Fmr12";7,05020747875063e-10;0,513221206593247;0,33;0,184;1,438947346413e-05;"ImmEntero";"Fmr1";"Downregulated_yMB"
"Luc7l33";7,29706212114454e-10;0,683122476813126;0,475;0,295;1,4893303789256e-05;"ImmEntero";"Luc7l3";"Downregulated_yMB"
"1810026J23Rik3";7,38747649804167e-10;0,771103456677808;0,158;0,067;1,5077839532503e-05;"ImmEntero";"1810026J23Rik";"Downregulated_yMB"
"Ehbp1l12";7,42921945305502e-10;0,727340776839619;0,356;0,204;1,51630369036853e-05;"ImmEntero";"Ehbp1l1";"Downregulated_yMB"
"Sf3a13";7,49056070779178e-10;0,869147915770195;0,225;0,109;1,5288234404603e-05;"ImmEntero";"Sf3a1";"Downregulated_yMB"
"Plekhb22";7,55913770517975e-10;0,626339484759633;0,626;0,444;1,54282000562719e-05;"ImmEntero";"Plekhb2";"Downregulated_yMB"
"Edrf13";7,64490105254908e-10;0,698519094875337;0,163;0,07;1,56032430482527e-05;"ImmEntero";"Edrf1";"Downregulated_yMB"
"Sdpr1";7,74947542560513e-10;5,19962386726844;0,016;0;1,58166793436601e-05;"ImmEntero";"Sdpr";"Downregulated_yMB"
"Tm4sf1";7,74947542560513e-10;5,46290042829761;0,016;0;1,58166793436601e-05;"ImmEntero";"Tm4sf1";"Downregulated_yMB"
"Apold11";7,74947542560513e-10;5,08293159776916;0,016;0;1,58166793436601e-05;"ImmEntero";"Apold1";"Downregulated_yMB"
"Slc9a3r2";7,74947542560513e-10;5,21939461784992;0,016;0;1,58166793436601e-05;"ImmEntero";"Slc9a3r2";"Downregulated_yMB"
"Ceacam14";7,84845749935251e-10;0,639764077658517;0,683;0,552;1,60187017561785e-05;"ImmEntero";"Ceacam1";"Downregulated_yMB"
"Fam222b3";7,88744467228678e-10;1,09681822531554;0,122;0,045;1,60982745761373e-05;"ImmEntero";"Fam222b";"Downregulated_yMB"
"Map2k42";7,90404594953312e-10;0,382479846137896;0,339;0,188;1,61321577829971e-05;"ImmEntero";"Map2k4";"Downregulated_yMB"
"Specc12";7,90995088616285e-10;0,377068241765243;0,408;0,236;1,61442097586584e-05;"ImmEntero";"Specc1";"Downregulated_yMB"
"Lipe1";7,91199540088122e-10;0,483946788086319;0,328;0,177;1,61483826131986e-05;"ImmEntero";"Lipe";"Downregulated_yMB"
"Gltscr1l3";8,076036242903e-10;0,709483042605274;0,119;0,044;1,6483189971765e-05;"ImmEntero";"Gltscr1l";"Downregulated_yMB"
"AI3141803";8,21639031912202e-10;0,408095358335954;0,507;0,306;1,6769652641328e-05;"ImmEntero";"AI314180";"Downregulated_yMB"
"Plekhg32";8,24444525271537e-10;1,78995351770532;0,092;0,029;1,68269127607921e-05;"ImmEntero";"Plekhg3";"Downregulated_yMB"
"Stx5a3";8,39252360130818e-10;0,481468937118098;0,401;0,232;1,712914067027e-05;"ImmEntero";"Stx5a";"Downregulated_yMB"
"Snx193";8,67943236893465e-10;0,47356717728174;0,17;0,074;1,77147214649956e-05;"ImmEntero";"Snx19";"Downregulated_yMB"
"Ercc33";8,6984440991457e-10;0,421334377522449;0,19;0,086;1,77535244063564e-05;"ImmEntero";"Ercc3";"Downregulated_yMB"
"Ctbp23";8,78543004518129e-10;0,708913034533374;0,296;0,157;1,7931062722215e-05;"ImmEntero";"Ctbp2";"Downregulated_yMB"
"Dock53";8,81298860217184e-10;0,424244464246012;0,335;0,182;1,79873097370327e-05;"ImmEntero";"Dock5";"Downregulated_yMB"
"Rbl12";8,91204085885687e-10;0,482041737122751;0,156;0,065;1,81894753929269e-05;"ImmEntero";"Rbl1";"Downregulated_yMB"
"Klf112";8,99938840182616e-10;0,726384321529668;0,188;0,086;1,83677517281272e-05;"ImmEntero";"Klf11";"Downregulated_yMB"
"Lrfn4";9,14880542475952e-10;2,08428750402116;0,057;0,013;1,86727118719342e-05;"ImmEntero";"Lrfn4";"Downregulated_yMB"
"Herc13";9,29583675978796e-10;0,474348377981638;0,456;0,275;1,89728028267272e-05;"ImmEntero";"Herc1";"Downregulated_yMB"
"Tmem942";9,32067109557378e-10;0,495708054426267;0,261;0,133;1,90234897060661e-05;"ImmEntero";"Tmem94";"Downregulated_yMB"
"Dennd6b";9,32351407636767e-10;1,58642106605452;0,064;0,016;1,90292922298664e-05;"ImmEntero";"Dennd6b";"Downregulated_yMB"
"Myo9a2";9,39689250730859e-10;1,2581944652819;0,108;0,038;1,91790576074168e-05;"ImmEntero";"Myo9a";"Downregulated_yMB"
"Dyrk22";9,40389876128092e-10;0,516383173610924;0,298;0,161;1,91933573717744e-05;"ImmEntero";"Dyrk2";"Downregulated_yMB"
"Ap1b13";9,462158299578e-10;0,499799471541449;0,413;0,242;1,93122650894387e-05;"ImmEntero";"Ap1b1";"Downregulated_yMB"
"Bcar13";9,50851254158792e-10;0,455367347034105;0,374;0,213;1,94068740973809e-05;"ImmEntero";"Bcar1";"Downregulated_yMB"
"Cdc42bpg3";9,52418866625683e-10;0,412642587955179;0,239;0,118;1,94388690678302e-05;"ImmEntero";"Cdc42bpg";"Downregulated_yMB"
"Add13";9,57229560343199e-10;0,604670316921927;0,413;0,245;1,95370553266047e-05;"ImmEntero";"Add1";"Downregulated_yMB"
"Tnpo33";9,57727433071263e-10;0,472783228446696;0,314;0,17;1,95472169089845e-05;"ImmEntero";"Tnpo3";"Downregulated_yMB"
"Brd82";9,59476148270872e-10;0,494336237907675;0,305;0,163;1,95829081862085e-05;"ImmEntero";"Brd8";"Downregulated_yMB"
"Huwe13";9,66519840340589e-10;0,665976000880839;0,541;0,353;1,97266699413514e-05;"ImmEntero";"Huwe1";"Downregulated_yMB"
"Serinc22";9,70198087899819e-10;0,63449639911971;0,401;0,233;1,98017429740353e-05;"ImmEntero";"Serinc2";"Downregulated_yMB"
"Sort13";9,70319261497271e-10;0,585203487844623;0,33;0,18;1,98042161271593e-05;"ImmEntero";"Sort1";"Downregulated_yMB"
"Npc12";9,87469740648101e-10;0,569378998709444;0,213;0,103;2,01542574066277e-05;"ImmEntero";"Npc1";"Downregulated_yMB"
"Wdr442";1,00053927517581e-09;0,654979816972979;0,234;0,117;2,04210066063382e-05;"ImmEntero";"Wdr44";"Downregulated_yMB"
"F11r3";1,00058381633895e-09;0,698895053841791;0,679;0,517;2,0421915691478e-05;"ImmEntero";"F11r";"Downregulated_yMB"
"Rictor3";1,01162378911302e-09;0,599043336691209;0,181;0,081;2,06472415357968e-05;"ImmEntero";"Rictor";"Downregulated_yMB"
"Cog21";1,01528233734031e-09;0,62193870844083;0,2;0,092;2,07219125051158e-05;"ImmEntero";"Cog2";"Downregulated_yMB"
"Pros11";1,01827966251661e-09;1,11433651567501;0,144;0,059;2,0783087911964e-05;"ImmEntero";"Pros1";"Downregulated_yMB"
"Dnmt3a3";1,02091090401949e-09;0,535467474712525;0,218;0,104;2,08367915510377e-05;"ImmEntero";"Dnmt3a";"Downregulated_yMB"
"Adora2b2";1,03946072415881e-09;1,26763468668632;0,064;0,016;2,12153933800814e-05;"ImmEntero";"Adora2b";"Downregulated_yMB"
"Akap133";1,04123783880269e-09;0,594615025687312;0,47;0,295;2,12516642899629e-05;"ImmEntero";"Akap13";"Downregulated_yMB"
"Brox2";1,0486963612119e-09;0,439485376961193;0,344;0,19;2,14038927323348e-05;"ImmEntero";"Brox";"Downregulated_yMB"
"Abca72";1,05372593556875e-09;1,05185110355274;0,163;0,071;2,15065463449581e-05;"ImmEntero";"Abca7";"Downregulated_yMB"
"Icmt3";1,06373825814002e-09;0,682024734819357;0,17;0,074;2,17108978486377e-05;"ImmEntero";"Icmt";"Downregulated_yMB"
"Sppl32";1,06736497115853e-09;0,459671077302032;0,392;0,225;2,17849190613455e-05;"ImmEntero";"Sppl3";"Downregulated_yMB"
"Shb3";1,07208294410703e-09;0,60378212022268;0,234;0,116;2,18812128892244e-05;"ImmEntero";"Shb";"Downregulated_yMB"
"Gm153083";1,08229652803682e-09;1,03119068363211;0,211;0,103;2,20896721372315e-05;"ImmEntero";"Gm15308";"Downregulated_yMB"
"Plekha73";1,09807041089858e-09;0,329193102106809;0,376;0,213;2,24116170864399e-05;"ImmEntero";"Plekha7";"Downregulated_yMB"
"Spty2d13";1,10128564452478e-09;0,648133024735036;0,3;0,162;2,24772400047508e-05;"ImmEntero";"Spty2d1";"Downregulated_yMB"
"Trim562";1,10789727181422e-09;0,517355173817883;0,259;0,131;2,26121833177283e-05;"ImmEntero";"Trim56";"Downregulated_yMB"
"Ptprg3";1,11168309364706e-09;0,788216013043498;0,236;0,117;2,26894519413366e-05;"ImmEntero";"Ptprg";"Downregulated_yMB"
"Txndc113";1,12852718260368e-09;0,649331598898809;0,278;0,149;2,30332397969411e-05;"ImmEntero";"Txndc11";"Downregulated_yMB"
"Gnrh1";1,14495072511592e-09;2,19742014080967;0,023;0,001;2,3368444299616e-05;"ImmEntero";"Gnrh1";"Downregulated_yMB"
"Cars3";1,14695892852046e-09;0,903096047685608;0,172;0,077;2,34094317311026e-05;"ImmEntero";"Cars";"Downregulated_yMB"
"Chic12";1,14935016458001e-09;1,53578467103518;0,112;0,041;2,34582368590781e-05;"ImmEntero";"Chic1";"Downregulated_yMB"
"D930016D06Rik2";1,15371288657953e-09;0,689300866203941;0,096;0,031;2,35472800150881e-05;"ImmEntero";"D930016D06Rik";"Downregulated_yMB"
"Pex15";1,16176769782917e-09;0,723863854984243;0,204;0,095;2,37116787126934e-05;"ImmEntero";"Pex1";"Downregulated_yMB"
"Lrrc8b3";1,16452059234326e-09;0,446422856294311;0,225;0,109;2,37678652897259e-05;"ImmEntero";"Lrrc8b";"Downregulated_yMB"
"Igf2bp23";1,16983522573424e-09;0,319141767796029;0,264;0,134;2,38763369572359e-05;"ImmEntero";"Igf2bp2";"Downregulated_yMB"
"P2ry12";1,18218476257285e-09;0,526410640641394;0,243;0,122;2,41283910041118e-05;"ImmEntero";"P2ry1";"Downregulated_yMB"
"Tpp11";1,18562637358962e-09;0,601426194868818;0,218;0,105;2,41986342849641e-05;"ImmEntero";"Tpp1";"Downregulated_yMB"
"Malrd12";1,22818375950499e-09;0,256152359165276;0,374;0,208;2,50672305314969e-05;"ImmEntero";"Malrd1";"Downregulated_yMB"
"Msl23";1,23545261181364e-09;0,663081176793222;0,245;0,125;2,52155878071164e-05;"ImmEntero";"Msl2";"Downregulated_yMB"
"Xpr12";1,24655584478818e-09;0,314785502330234;0,392;0,226;2,54422047921268e-05;"ImmEntero";"Xpr1";"Downregulated_yMB"
"Nbeal13";1,2564077504667e-09;0,538041579004722;0,55;0,358;2,56432821870254e-05;"ImmEntero";"Nbeal1";"Downregulated_yMB"
"Etv63";1,26379526112988e-09;0,669980776799612;0,193;0,089;2,57940612796608e-05;"ImmEntero";"Etv6";"Downregulated_yMB"
"Stx161";1,27267211138281e-09;0,392630822111667;0,294;0,155;2,59752377933232e-05;"ImmEntero";"Stx16";"Downregulated_yMB"
"Kbtbd113";1,27768139145612e-09;0,533016974009249;0,317;0,173;2,60774771996194e-05;"ImmEntero";"Kbtbd11";"Downregulated_yMB"
"Stk193";1,29634729419184e-09;0,735970304004514;0,266;0,139;2,64584482744554e-05;"ImmEntero";"Stk19";"Downregulated_yMB"
"Gga13";1,30291589155351e-09;0,742555703945524;0,335;0,188;2,65925133466072e-05;"ImmEntero";"Gga1";"Downregulated_yMB"
"Tap23";1,30463352016972e-09;0,675469101816128;0,344;0,194;2,6627570146664e-05;"ImmEntero";"Tap2";"Downregulated_yMB"
"Rps6kb12";1,31211458109368e-09;0,864992621223337;0,294;0,16;2,6780258600122e-05;"ImmEntero";"Rps6kb1";"Downregulated_yMB"
"Apoe3";1,3218769415296e-09;1,06187057191475;0,115;0,042;2,69795083766191e-05;"ImmEntero";"Apoe";"Downregulated_yMB"
"Rap2c3";1,33373553320111e-09;0,361634178828857;0,401;0,234;2,72215422326347e-05;"ImmEntero";"Rap2c";"Downregulated_yMB"
"Mcm103";1,33931930222516e-09;0,704474074968861;0,087;0,027;2,73355069584156e-05;"ImmEntero";"Mcm10";"Downregulated_yMB"
"H2-Q73";1,3432463050456e-09;1,01174762286747;0,108;0,038;2,74156570859806e-05;"ImmEntero";"H2-Q7";"Downregulated_yMB"
"Adgrf5";1,36332758399072e-09;4,65937070786462;0,018;0;2,78255159892507e-05;"ImmEntero";"Adgrf5";"Downregulated_yMB"
"Fto1";1,38021190950052e-09;1,11841451980118;0,154;0,066;2,81701250729057e-05;"ImmEntero";"Fto";"Downregulated_yMB"
"Ccr7";1,38586300989002e-09;4,94806648905441;0,018;0;2,82854640318553e-05;"ImmEntero";"Ccr7";"Downregulated_yMB"
"Cd19";1,39155335430744e-09;5,02648931648659;0,018;0;2,84016039614148e-05;"ImmEntero";"Cd19";"Downregulated_yMB"
"Casp23";1,39262556763089e-09;0,882903499513688;0,188;0,086;2,84234878353465e-05;"ImmEntero";"Casp2";"Downregulated_yMB"
"Ubald12";1,39898547698783e-09;1,13452853124385;0,218;0,11;2,85532935853216e-05;"ImmEntero";"Ubald1";"Downregulated_yMB"
"Clk32";1,40041624843582e-09;0,47199980199925;0,261;0,134;2,85824956305752e-05;"ImmEntero";"Clk3";"Downregulated_yMB"
"Rims2";1,40300244559268e-09;4,50882483291855;0,018;0;2,86352799145465e-05;"ImmEntero";"Rims2";"Downregulated_yMB"
"Cela3b";1,41338642788956e-09;5,15537478943997;0,021;0,001;2,8847216993226e-05;"ImmEntero";"Cela3b";"Downregulated_yMB"
"Slc16a53";1,42801088226377e-09;0,741612004532125;0,528;0,359;2,91457021070035e-05;"ImmEntero";"Slc16a5";"Downregulated_yMB"
"Gnptab3";1,4348381164258e-09;0,395332810450286;0,179;0,079;2,92850459562506e-05;"ImmEntero";"Gnptab";"Downregulated_yMB"
"AI4805262";1,48379867947915e-09;1,39356295806789;0,083;0,025;3,02843310481694e-05;"ImmEntero";"AI480526";"Downregulated_yMB"
"Slc26a111";1,49127126571421e-09;1,30376779297595;0,071;0,019;3,0436846533227e-05;"ImmEntero";"Slc26a11";"Downregulated_yMB"
"Slc25a222";1,49142983087418e-09;0,437362259905153;0,241;0,121;3,04400828481421e-05;"ImmEntero";"Slc25a22";"Downregulated_yMB"
"Ankfy13";1,5033879835564e-09;0,676381506681516;0,268;0,143;3,06841487443861e-05;"ImmEntero";"Ankfy1";"Downregulated_yMB"
"Tmsb103";1,51802165475207e-09;0,76134776018649;0,702;0,558;3,09828219734898e-05;"ImmEntero";"Tmsb10";"Downregulated_yMB"
"Sbf22";1,51923991437086e-09;0,290014682277809;0,333;0,18;3,10076866523092e-05;"ImmEntero";"Sbf2";"Downregulated_yMB"
"Tiam21";1,53300680187603e-09;1,36741469340969;0,094;0,031;3,12886688262898e-05;"ImmEntero";"Tiam2";"Downregulated_yMB"
"Stard43";1,53442037016837e-09;0,601803763300799;0,69;0,525;3,13175197551364e-05;"ImmEntero";"Stard4";"Downregulated_yMB"
"Phip3";1,54723973743153e-09;0,403831723674348;0,255;0,13;3,15791630409776e-05;"ImmEntero";"Phip";"Downregulated_yMB"
