"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"genes";"signal"
"Osbp3";2,76734157494902e-11;0,57804992851023;0,365;0,197;5,64814415447096e-07;"ImmEntero";"Osbp";"Downregulated_yMB"
"Vwa5a2";2,85158664162003e-11;0,553935554438526;0,232;0,107;5,82008833554649e-07;"ImmEntero";"Vwa5a";"Downregulated_yMB"
"H2-Q62";2,91222412980207e-11;1,41570127372941;0,073;0,017;5,94384944892603e-07;"ImmEntero";"H2-Q6";"Downregulated_yMB"
"Slc52a33";2,96494311383e-11;0,867977162729812;0,177;0,073;6,05144889532703e-07;"ImmEntero";"Slc52a3";"Downregulated_yMB"
"Epb41l4b2";2,97389682282101e-11;0,4848543851796;0,622;0,424;6,06972341537769e-07;"ImmEntero";"Epb41l4b";"Downregulated_yMB"
"Trrap2";3,00179791078543e-11;0,862742449816783;0,211;0,095;6,12666953591305e-07;"ImmEntero";"Trrap";"Downregulated_yMB"
"Tnks22";3,012465851919e-11;0,440176110161344;0,518;0,311;6,14844280376669e-07;"ImmEntero";"Tnks2";"Downregulated_yMB"
"Atn1.13";3,06362960243171e-11;0,549059386402593;0,204;0,09;6,25286801856313e-07;"ImmEntero";"Atn1.1";"Downregulated_yMB"
"Psmc13";3,12164871896555e-11;0,469806255497581;0,528;0,318;6,37128503540868e-07;"ImmEntero";"Psmc1";"Downregulated_yMB"
"2610035D17Rik1";3,16101476499499e-11;1,76563927569793;0,071;0,017;6,45163113535478e-07;"ImmEntero";"2610035D17Rik";"Downregulated_yMB"
"D15Ertd621e2";3,44525967676691e-11;0,515476689486228;0,369;0,202;7,03177500028127e-07;"ImmEntero";"D15Ertd621e";"Downregulated_yMB"
"Tep12";3,8506158409404e-11;0,55870632168269;0,502;0,308;7,85910693135936e-07;"ImmEntero";"Tep1";"Downregulated_yMB"
"2610037D02Rik2";4,04671338897827e-11;1,78041175430645;0,078;0,02;8,25934202690465e-07;"ImmEntero";"2610037D02Rik";"Downregulated_yMB"
"Cx3cl13";4,1129076569139e-11;0,418201019730143;0,323;0,169;8,39444452776126e-07;"ImmEntero";"Cx3cl1";"Downregulated_yMB"
"Rpl383";4,19112717212371e-11;0,471587789392221;0,936;0,963;8,55409055830449e-07;"ImmEntero";"Rpl38";"Downregulated_yMB"
"Wasl1";4,2884243664826e-11;0,532261025362818;0,578;0,363;8,75267413199099e-07;"ImmEntero";"Wasl";"Downregulated_yMB"
"Clec2d3";4,36961843319716e-11;0,373962860728166;0,339;0,182;8,91839122215541e-07;"ImmEntero";"Clec2d";"Downregulated_yMB"
"Kpna43";4,37636600220739e-11;0,454295928687039;0,374;0,202;8,93216301050528e-07;"ImmEntero";"Kpna4";"Downregulated_yMB"
"Pabpc43";4,41135872941462e-11;0,694515099380262;0,248;0,121;9,00358316673524e-07;"ImmEntero";"Pabpc4";"Downregulated_yMB"
"Btnl22";4,49138037417253e-11;0,558122016043769;0,365;0,2;9,16690734368614e-07;"ImmEntero";"Btnl2";"Downregulated_yMB"
"Edn13";4,56309228397089e-11;1,86313967394935;0,22;0,112;9,31327135158458e-07;"ImmEntero";"Edn1";"Downregulated_yMB"
"Insr3";4,7333972305533e-11;0,450336163010865;0,317;0,165;9,66086374755929e-07;"ImmEntero";"Insr";"Downregulated_yMB"
"Atp6v1b22";4,83619435173533e-11;0,521140717090006;0,351;0,186;9,8706726718918e-07;"ImmEntero";"Atp6v1b2";"Downregulated_yMB"
"Emcn";4,83820728169729e-11;5,24975020711259;0,018;0;9,87478106194416e-07;"ImmEntero";"Emcn";"Downregulated_yMB"
"Fermt2";4,83820728169729e-11;5,68624783099521;0,018;0;9,87478106194416e-07;"ImmEntero";"Fermt2";"Downregulated_yMB"
"Try5";4,83820728169729e-11;5,96760713222006;0,018;0;9,87478106194416e-07;"ImmEntero";"Try5";"Downregulated_yMB"
"Mst1r2";4,84098080861165e-11;0,705056258153813;0,197;0,087;9,88044183037637e-07;"ImmEntero";"Mst1r";"Downregulated_yMB"
"Defa223";5,11266624124847e-11;1,08096299046372;0,326;0,182;1,04349517983881e-06;"ImmEntero";"Defa22";"Downregulated_yMB"
"Slc22a213";5,1837746504909e-11;1,28607951470087;0,147;0,056;1,05800840616519e-06;"ImmEntero";"Slc22a21";"Downregulated_yMB"
"Dusp162";5,18867065549937e-11;0,352898964921759;0,298;0,151;1,05900768078742e-06;"ImmEntero";"Dusp16";"Downregulated_yMB"
"Larp12";5,19497555984792e-11;0,59726262992044;0,491;0,296;1,06029451176496e-06;"ImmEntero";"Larp1";"Downregulated_yMB"
"Zzz33";5,22863673293682e-11;0,840227642000052;0,211;0,096;1,06716475719241e-06;"ImmEntero";"Zzz3";"Downregulated_yMB"
"Samd4b2";5,64953785535126e-11;0,499343620473472;0,255;0,123;1,15307067627719e-06;"ImmEntero";"Samd4b";"Downregulated_yMB"
"Baz1a2";5,6542849473516e-11;0,810534337411947;0,264;0,131;1,15403955775446e-06;"ImmEntero";"Baz1a";"Downregulated_yMB"
"Maf4";5,67958352475492e-11;0,759198408037952;0,748;0,725;1,15920299740248e-06;"ImmEntero";"Maf";"Downregulated_yMB"
"Scaf83";5,69640989061604e-11;0,709437356543276;0,227;0,105;1,16263725867473e-06;"ImmEntero";"Scaf8";"Downregulated_yMB"
"Ccdc1202";5,77702348009201e-11;0,948360822372909;0,133;0,048;1,17909049228678e-06;"ImmEntero";"Ccdc120";"Downregulated_yMB"
"Nemf2";5,88033071164198e-11;0,630243295025844;0,385;0,219;1,20017549824613e-06;"ImmEntero";"Nemf";"Downregulated_yMB"
"Cab391";5,92030297221544e-11;0,664892796969436;0,672;0,493;1,20833383662917e-06;"ImmEntero";"Cab39";"Downregulated_yMB"
"Lrrc413";6,03069339118474e-11;0,536622041528368;0,291;0,148;1,23086452114081e-06;"ImmEntero";"Lrrc41";"Downregulated_yMB"
"Tbl1xr12";6,03564551838495e-11;0,725936552560083;0,351;0,189;1,23187525030237e-06;"ImmEntero";"Tbl1xr1";"Downregulated_yMB"
"Aftph3";6,04676666913251e-11;0,479846082732272;0,378;0,207;1,23414507716994e-06;"ImmEntero";"Aftph";"Downregulated_yMB"
"Golga22";6,1009061644582e-11;0,631314384272424;0,257;0,125;1,24519494816592e-06;"ImmEntero";"Golga2";"Downregulated_yMB"
"Man1b13";6,16762181408114e-11;0,493006012188769;0,264;0,128;1,25881161225396e-06;"ImmEntero";"Man1b1";"Downregulated_yMB"
"Atf63";6,26379545371933e-11;0,708167374366172;0,275;0,137;1,27844065210412e-06;"ImmEntero";"Atf6";"Downregulated_yMB"
"Tex103";6,33744655382367e-11;1,13706564712496;0,117;0,04;1,29347284163541e-06;"ImmEntero";"Tex10";"Downregulated_yMB"
"Zcchc93";6,36475462758682e-11;0,846436040687473;0,383;0,213;1,29904641949047e-06;"ImmEntero";"Zcchc9";"Downregulated_yMB"
"Chp13";6,41903240250714e-11;0,515953172371398;0,541;0,335;1,31012451335171e-06;"ImmEntero";"Chp1";"Downregulated_yMB"
"Vps523";6,50859840576378e-11;0,864632857989325;0,213;0,097;1,32840493461639e-06;"ImmEntero";"Vps52";"Downregulated_yMB"
"Bcl33";6,58991211282544e-11;0,81830478458901;0,356;0,2;1,34500106222767e-06;"ImmEntero";"Bcl3";"Downregulated_yMB"
"Fam73b2";6,65281581216134e-11;0,610061913734161;0,278;0,139;1,35783970726213e-06;"ImmEntero";"Fam73b";"Downregulated_yMB"
"Phkb3";6,79956427939108e-11;0,449904763543615;0,232;0,107;1,38779106942372e-06;"ImmEntero";"Phkb";"Downregulated_yMB"
"Irf82";6,82918608980533e-11;0,935500166349206;0,498;0,32;1,39383688092927e-06;"ImmEntero";"Irf8";"Downregulated_yMB"
"Mprip1";6,86934706473243e-11;0,678745591620309;0,319;0,167;1,40203373591189e-06;"ImmEntero";"Mprip";"Downregulated_yMB"
"Srf3";6,94980745528583e-11;0,779946983351289;0,25;0,125;1,41845570162384e-06;"ImmEntero";"Srf";"Downregulated_yMB"
"Arap12";7,16043859580319e-11;0,809186852501503;0,174;0,073;1,46144551740343e-06;"ImmEntero";"Arap1";"Downregulated_yMB"
"Lrba3";7,19693651653664e-11;0,540559264269727;0,541;0,334;1,46889474302513e-06;"ImmEntero";"Lrba";"Downregulated_yMB"
"Hipk13";7,20578943504377e-11;0,555315321539924;0,349;0,189;1,47070162369243e-06;"ImmEntero";"Hipk1";"Downregulated_yMB"
"Utp14b3";7,43577557184123e-11;1,81753342467898;0,161;0,068;1,5176417942128e-06;"ImmEntero";"Utp14b";"Downregulated_yMB"
"Osbpl103";7,45193518551228e-11;0,979857275651972;0,115;0,039;1,52093997136306e-06;"ImmEntero";"Osbpl10";"Downregulated_yMB"
"Ube3a2";7,61974189208958e-11;0,439821894517411;0,548;0,335;1,55518932017548e-06;"ImmEntero";"Ube3a";"Downregulated_yMB"
"Atrnl13";7,80649345306571e-11;0,469679194714856;0,188;0,081;1,59330531377071e-06;"ImmEntero";"Atrnl1";"Downregulated_yMB"
"Itga63";7,85911390559423e-11;0,825165876426181;0,573;0,396;1,60404514813178e-06;"ImmEntero";"Itga6";"Downregulated_yMB"
"Eaf13";7,88474792224938e-11;1,31580327900241;0,167;0,07;1,6092770509311e-06;"ImmEntero";"Eaf1";"Downregulated_yMB"
"Gcnt23";7,90439846042669e-11;0,832680282513058;0,397;0,237;1,61328772577309e-06;"ImmEntero";"Gcnt2";"Downregulated_yMB"
"Tirap2";7,91415288641045e-11;1,66964502689731;0,083;0,023;1,61527860411637e-06;"ImmEntero";"Tirap";"Downregulated_yMB"
"Rnf19a1";8,1783408333225e-11;0,309071690367304;0,358;0,191;1,66919936408112e-06;"ImmEntero";"Rnf19a";"Downregulated_yMB"
"Ptov13";8,25727377155679e-11;0,61051720287316;0,303;0,154;1,68530957677474e-06;"ImmEntero";"Ptov1";"Downregulated_yMB"
"Tagln";8,30376583188432e-11;4,13466665097122;0,025;0,001;1,69479860628759e-06;"ImmEntero";"Tagln";"Downregulated_yMB"
"Wdfy33";8,31417928619408e-11;0,793173641627841;0,147;0,057;1,69692399231221e-06;"ImmEntero";"Wdfy3";"Downregulated_yMB"
"Papd52";8,31726622912347e-11;0,397516782837452;0,31;0,159;1,6975540373641e-06;"ImmEntero";"Papd5";"Downregulated_yMB"
"Ube2j13";8,44041006564879e-11;0,388450738259769;0,321;0,163;1,72268769439892e-06;"ImmEntero";"Ube2j1";"Downregulated_yMB"
"Shc13";8,51607519433327e-11;0,548312105123623;0,259;0,128;1,73813094716342e-06;"ImmEntero";"Shc1";"Downregulated_yMB"
"Gabpb22";8,61823866773855e-11;0,575703794190416;0,3;0,156;1,75898251208544e-06;"ImmEntero";"Gabpb2";"Downregulated_yMB"
"Kmt2b2";8,74192459049662e-11;0,807159024947548;0,234;0,111;1,78422680892036e-06;"ImmEntero";"Kmt2b";"Downregulated_yMB"
"Tcerg13";8,76001327198875e-11;0,624912681892005;0,287;0,146;1,7879187088129e-06;"ImmEntero";"Tcerg1";"Downregulated_yMB"
"Irak13";8,84662795998504e-11;0,939171635841408;0,216;0,101;1,80559676663295e-06;"ImmEntero";"Irak1";"Downregulated_yMB"
"Hsdl23";8,89628974780225e-11;0,94829757239705;0,268;0,135;1,81573273752644e-06;"ImmEntero";"Hsdl2";"Downregulated_yMB"
"Magi32";9,05240058494817e-11;0,446312632077035;0,463;0,271;1,84759495938792e-06;"ImmEntero";"Magi3";"Downregulated_yMB"
"Kat6b3";9,05903506200567e-11;0,594904707739826;0,271;0,135;1,84894905615536e-06;"ImmEntero";"Kat6b";"Downregulated_yMB"
"Hspa12a1";9,09637876817727e-11;4,3119777200853;0,021;0;1,85657090658498e-06;"ImmEntero";"Hspa12a";"Downregulated_yMB"
"Prex2";9,13418435950366e-11;4,24374950352729;0,021;0;1,8642870277747e-06;"ImmEntero";"Prex2";"Downregulated_yMB"
"Macf13";9,20758906964354e-11;0,618141972583412;0,28;0,142;1,87926892911425e-06;"ImmEntero";"Macf1";"Downregulated_yMB"
"Uhmk13";9,42273294706273e-11;0,406146603382143;0,28;0,14;1,9231797944955e-06;"ImmEntero";"Uhmk1";"Downregulated_yMB"
"Gm105162";9,4531155837047e-11;1,22922338710834;0,076;0,019;1,92938089063413e-06;"ImmEntero";"Gm10516";"Downregulated_yMB"
"Fam83b3";9,55721723272582e-11;0,272900326646469;0,328;0,169;1,95062803719934e-06;"ImmEntero";"Fam83b";"Downregulated_yMB"
"Tnpo13";9,57651346024028e-11;0,478701051762031;0,305;0,157;1,95456639723504e-06;"ImmEntero";"Tnpo1";"Downregulated_yMB"
"9130409J20Rik3";9,59020913495628e-11;0,427285084590536;0,33;0,175;1,95736168444458e-06;"ImmEntero";"9130409J20Rik";"Downregulated_yMB"
"Tpp22";9,60652741160178e-11;0,55989972603183;0,411;0,237;1,96069224470792e-06;"ImmEntero";"Tpp2";"Downregulated_yMB"
"Eif1a3";9,72775099549932e-11;0,617157236612517;0,486;0,3;1,98543397818141e-06;"ImmEntero";"Eif1a";"Downregulated_yMB"
"Gtpbp23";9,77433671021842e-11;0,3916049620631;0,376;0,205;1,99494212255558e-06;"ImmEntero";"Gtpbp2";"Downregulated_yMB"
"Scamp13";9,78635109695232e-11;0,651048100362597;0,376;0,211;1,99739425888797e-06;"ImmEntero";"Scamp1";"Downregulated_yMB"
"Pde4d2";9,97013200122495e-11;0,627411330302443;0,25;0,122;2,03490394145001e-06;"ImmEntero";"Pde4d";"Downregulated_yMB"
"Hnrnpu2";1,00128601154241e-10;0,687102959638567;0,571;0,373;2,04362474955807e-06;"ImmEntero";"Hnrnpu";"Downregulated_yMB"
"Camta23";1,01216496276892e-10;0,732037122225642;0,245;0,12;2,06582868901137e-06;"ImmEntero";"Camta2";"Downregulated_yMB"
"Igfbp3";1,02123699247026e-10;3,83941905815332;0,023;0,001;2,08434470163179e-06;"ImmEntero";"Igfbp3";"Downregulated_yMB"
"Ccng22";1,02859714193908e-10;0,52609241618839;0,362;0,201;2,09936676669765e-06;"ImmEntero";"Ccng2";"Downregulated_yMB"
"Rtkn2";1,02911731164832e-10;0,419891080723611;0,326;0,168;2,10042843307423e-06;"ImmEntero";"Rtkn";"Downregulated_yMB"
"Irgm22";1,03706772197298e-10;1,98123244524754;0,055;0,011;2,11665522054686e-06;"ImmEntero";"Irgm2";"Downregulated_yMB"
"Itgb43";1,05009263545778e-10;0,405742246217816;0,411;0,233;2,14323906896934e-06;"ImmEntero";"Itgb4";"Downregulated_yMB"
"Spag91";1,05305040976351e-10;0,752978314916142;0,589;0,407;2,14927588632733e-06;"ImmEntero";"Spag9";"Downregulated_yMB"
"Nf23";1,05707423344369e-10;0,498602041355175;0,248;0,119;2,15748851045858e-06;"ImmEntero";"Nf2";"Downregulated_yMB"
"Slc44a12";1,06442548483318e-10;0,694176325000217;0,518;0,33;2,17249241454451e-06;"ImmEntero";"Slc44a1";"Downregulated_yMB"
"Pqbp12";1,06825447060969e-10;0,614427500447168;0,195;0,085;2,18030737451438e-06;"ImmEntero";"Pqbp1";"Downregulated_yMB"
"Arid23";1,06957849080753e-10;0,381978936411959;0,25;0,121;2,18300969973817e-06;"ImmEntero";"Arid2";"Downregulated_yMB"
"Nomo13";1,07561695696923e-10;0,620944275876471;0,601;0,409;2,1953342091742e-06;"ImmEntero";"Nomo1";"Downregulated_yMB"
"Spns12";1,08625819211271e-10;0,451101605914746;0,31;0,16;2,21705297010204e-06;"ImmEntero";"Spns1";"Downregulated_yMB"
"Usp322";1,12093303457112e-10;0,898635090858546;0,287;0,143;2,28782432355966e-06;"ImmEntero";"Usp32";"Downregulated_yMB"
"Stat23";1,12374452048094e-10;0,984959787402754;0,142;0,054;2,29356256630161e-06;"ImmEntero";"Stat2";"Downregulated_yMB"
"Tram22";1,1277187986832e-10;1,48836780923504;0,057;0,011;2,30167406811241e-06;"ImmEntero";"Tram2";"Downregulated_yMB"
"Cubn3";1,14042493032297e-10;1,33623562623857;0,147;0,059;2,32760728278918e-06;"ImmEntero";"Cubn";"Downregulated_yMB"
"Snhg93";1,15386815355286e-10;1,3598099614657;0,149;0,06;2,35504490140138e-06;"ImmEntero";"Snhg9";"Downregulated_yMB"
"Bag43";1,15677283736826e-10;0,753639408853779;0,271;0,137;2,36097336106862e-06;"ImmEntero";"Bag4";"Downregulated_yMB"
"Smg63";1,16404065468274e-10;0,777592378021377;0,271;0,138;2,37580697620747e-06;"ImmEntero";"Smg6";"Downregulated_yMB"
"Kdm5a2";1,17516629972972e-10;0,549652509743508;0,369;0,208;2,39851441774835e-06;"ImmEntero";"Kdm5a";"Downregulated_yMB"
"Rap2b3";1,18856150991601e-10;1,30097333317695;0,179;0,079;2,42585404173858e-06;"ImmEntero";"Rap2b";"Downregulated_yMB"
"Picalm2";1,19622813744551e-10;0,547268167084977;0,679;0,516;2,44150162852629e-06;"ImmEntero";"Picalm";"Downregulated_yMB"
"Stab12";1,19939095518991e-10;1,92872647598191;0,053;0,01;2,4479569395426e-06;"ImmEntero";"Stab1";"Downregulated_yMB"
"Arhgef113";1,21545170566661e-10;0,860188668207831;0,25;0,122;2,48073693126555e-06;"ImmEntero";"Arhgef11";"Downregulated_yMB"
"Golga41";1,24221077485928e-10;0,737558801201183;0,72;0,578;2,5353521914878e-06;"ImmEntero";"Golga4";"Downregulated_yMB"
"Sos11";1,25248113365957e-10;0,698333895285931;0,287;0,145;2,55631399379919e-06;"ImmEntero";"Sos1";"Downregulated_yMB"
"Apol10b2";1,29914544538663e-10;1,38559118809339;0,076;0,02;2,6515558540341e-06;"ImmEntero";"Apol10b";"Downregulated_yMB"
"Adgrd11";1,29939333171602e-10;0,771080633946398;0,115;0,039;2,6520617900324e-06;"ImmEntero";"Adgrd1";"Downregulated_yMB"
"Rmnd5a2";1,30690661678397e-10;0,280653470992497;0,376;0,205;2,66739640485608e-06;"ImmEntero";"Rmnd5a";"Downregulated_yMB"
"Smchd13";1,32681324783164e-10;0,829672687672938;0,344;0,188;2,70802583882438e-06;"ImmEntero";"Smchd1";"Downregulated_yMB"
"Ythdc12";1,32983920064757e-10;0,572193723672676;0,489;0,296;2,71420180852169e-06;"ImmEntero";"Ythdc1";"Downregulated_yMB"
"Pan23";1,34984905314254e-10;0,568433758014035;0,135;0,051;2,75504191746392e-06;"ImmEntero";"Pan2";"Downregulated_yMB"
"Pde4dip2";1,36486633929342e-10;0,5672512770693;0,365;0,199;2,78569219849787e-06;"ImmEntero";"Pde4dip";"Downregulated_yMB"
"Znrf22";1,37103936168263e-10;0,363332434532417;0,333;0,177;2,79829133719425e-06;"ImmEntero";"Znrf2";"Downregulated_yMB"
"Tom1l23";1,37269808103695e-10;0,551209421337983;0,266;0,134;2,80167678339641e-06;"ImmEntero";"Tom1l2";"Downregulated_yMB"
"Ptk63";1,37789671319193e-10;1,03724465496718;0,174;0,075;2,81228719162473e-06;"ImmEntero";"Ptk6";"Downregulated_yMB"
"Itgb53";1,38419377881144e-10;0,3419052824286;0,17;0,07;2,82513950255415e-06;"ImmEntero";"Itgb5";"Downregulated_yMB"
"Mgea53";1,41800501356194e-10;0,376780574641467;0,427;0,245;2,89414823267992e-06;"ImmEntero";"Mgea5";"Downregulated_yMB"
"Fam193a2";1,42393906133701e-10;0,582330580821598;0,243;0,117;2,90625962418884e-06;"ImmEntero";"Fam193a";"Downregulated_yMB"
"Pard3b2";1,43138920297631e-10;0,991668468263608;0,218;0,104;2,92146536327464e-06;"ImmEntero";"Pard3b";"Downregulated_yMB"
"Cdcp13";1,44750187099731e-10;0,365209017811309;0,314;0,165;2,95435131870551e-06;"ImmEntero";"Cdcp1";"Downregulated_yMB"
"Snap292";1,45825172001626e-10;0,528126883385696;0,328;0,173;2,97629176055319e-06;"ImmEntero";"Snap29";"Downregulated_yMB"
"Ccny3";1,45985064865535e-10;0,511305194793369;0,303;0,158;2,97955517390557e-06;"ImmEntero";"Ccny";"Downregulated_yMB"
"1700025G04Rik2";1,46148537191481e-10;0,624432337806058;0,252;0,125;2,98289164407812e-06;"ImmEntero";"1700025G04Rik";"Downregulated_yMB"
"Pou2f13";1,50623366959345e-10;1,17721847887012;0,149;0,06;3,07422291964023e-06;"ImmEntero";"Pou2f1";"Downregulated_yMB"
"Rnf42";1,51578890281956e-10;0,736096672828987;0,312;0,166;3,09372515065472e-06;"ImmEntero";"Rnf4";"Downregulated_yMB"
"Clps2";1,51839406735468e-10;1,6744884015678;0,112;0,039;3,09904229147089e-06;"ImmEntero";"Clps";"Downregulated_yMB"
"Ralgps22";1,5412877752477e-10;0,655756796444395;0,486;0,3;3,14576834928056e-06;"ImmEntero";"Ralgps2";"Downregulated_yMB"
"Lpcat42";1,5853403524214e-10;2,95501053940936;0,039;0,005;3,23567965929209e-06;"ImmEntero";"Lpcat4";"Downregulated_yMB"
"Rhbdl23";1,58654612607267e-10;1,05236141981881;0,181;0,081;3,23814064331433e-06;"ImmEntero";"Rhbdl2";"Downregulated_yMB"
"Atxn1l2";1,59965016815218e-10;0,974809595030114;0,092;0,027;3,26488599319861e-06;"ImmEntero";"Atxn1l";"Downregulated_yMB"
"Pkn21";1,60401828757427e-10;0,629014498027266;0,642;0,46;3,27380132493909e-06;"ImmEntero";"Pkn2";"Downregulated_yMB"
"Nol4l1";1,6144515753253e-10;0,772997396062573;0,241;0,117;3,29509566523894e-06;"ImmEntero";"Nol4l";"Downregulated_yMB"
"Agpat41";1,62068664990796e-10;2,28806957472795;0,06;0,013;3,30782145246215e-06;"ImmEntero";"Agpat4";"Downregulated_yMB"
"Uck12";1,6564043606797e-10;0,721516995527738;0,289;0,148;3,38072130014727e-06;"ImmEntero";"Uck1";"Downregulated_yMB"
"Pptc72";1,68965871978427e-10;0,459155471657811;0,39;0,215;3,44859344707969e-06;"ImmEntero";"Pptc7";"Downregulated_yMB"
"Plagl23";1,71663424776816e-10;1,02451500545968;0,22;0,105;3,50365049969482e-06;"ImmEntero";"Plagl2";"Downregulated_yMB"
"Nfkb23";1,77346041421402e-10;0,90285232763432;0,124;0,045;3,61963270541081e-06;"ImmEntero";"Nfkb2";"Downregulated_yMB"
"Emp12";1,8068961466709e-10;0,670418163118302;0,557;0,383;3,68787503535531e-06;"ImmEntero";"Emp1";"Downregulated_yMB"
"Phlpp23";1,82398412294799e-10;0,679032228020373;0,321;0,176;3,72275159493685e-06;"ImmEntero";"Phlpp2";"Downregulated_yMB"
"Lnx23";1,86542781227408e-10;0,986361002350128;0,096;0,03;3,80733816485141e-06;"ImmEntero";"Lnx2";"Downregulated_yMB"
"0610030E20Rik3";1,89855903161369e-10;0,850199042985804;0,232;0,111;3,87495898352354e-06;"ImmEntero";"0610030E20Rik";"Downregulated_yMB"
"Cspp11";1,90868800917823e-10;0,822570725326556;0,291;0,153;3,89563222673276e-06;"ImmEntero";"Cspp1";"Downregulated_yMB"
"Tnfaip12";1,97668399652216e-10;0,612257263403762;0,594;0,413;4,03441203690174e-06;"ImmEntero";"Tnfaip1";"Downregulated_yMB"
"Cdk182";1,98356433315937e-10;0,351960714077987;0,44;0,257;4,04845480397828e-06;"ImmEntero";"Cdk18";"Downregulated_yMB"
"Akt23";1,98683849337889e-10;0,320373471178415;0,213;0,097;4,05513736498631e-06;"ImmEntero";"Akt2";"Downregulated_yMB"
"Tnfaip8l23";2,04319650355083e-10;1,79348487131262;0,067;0,016;4,17016406374723e-06;"ImmEntero";"Tnfaip8l2";"Downregulated_yMB"
"Lonrf3";2,0495186910307e-10;3,22434468412172;0,041;0,006;4,18306764839366e-06;"ImmEntero";"Lonrf3";"Downregulated_yMB"
"Hivep13";2,09054750721017e-10;0,563390092621733;0,243;0,118;4,26680746221597e-06;"ImmEntero";"Hivep1";"Downregulated_yMB"
"Helz3";2,12341452540968e-10;0,618030314895849;0,346;0,191;4,33388904636117e-06;"ImmEntero";"Helz";"Downregulated_yMB"
"5031425E22Rik2";2,1579474175945e-10;0,942016227433346;0,193;0,087;4,40437067931038e-06;"ImmEntero";"5031425E22Rik";"Downregulated_yMB"
"Amd13";2,18315800722011e-10;0,745792209789151;0,213;0,1;4,45582549273624e-06;"ImmEntero";"Amd1";"Downregulated_yMB"
"Nek63";2,22417864110856e-10;0,611696656902582;0,314;0,17;4,53954860650257e-06;"ImmEntero";"Nek6";"Downregulated_yMB"
"Ece13";2,23716731446736e-10;0,501522135742169;0,367;0,205;4,56605848882789e-06;"ImmEntero";"Ece1";"Downregulated_yMB"
"Zc3h32";2,23910293797068e-10;0,579839994677767;0,158;0,065;4,57000909639817e-06;"ImmEntero";"Zc3h3";"Downregulated_yMB"
"Ash1l3";2,24485194024826e-10;0,677459342339584;0,5;0,315;4,5817428100467e-06;"ImmEntero";"Ash1l";"Downregulated_yMB"
"Arap22";2,25981095679241e-10;0,478541926857205;0,459;0,273;4,61227416281332e-06;"ImmEntero";"Arap2";"Downregulated_yMB"
"Mpp52";2,26268007796424e-10;0,538542910525491;0,443;0,257;4,61813003912501e-06;"ImmEntero";"Mpp5";"Downregulated_yMB"
"Usp533";2,27355002791218e-10;0,852577845328316;0,22;0,106;4,64031560696876e-06;"ImmEntero";"Usp53";"Downregulated_yMB"
"Tubgcp33";2,31052867254183e-10;1,15039508296665;0,149;0,06;4,71578902065788e-06;"ImmEntero";"Tubgcp3";"Downregulated_yMB"
"Dst3";2,40605635226891e-10;0,571525517917103;0,585;0,39;4,91076101498084e-06;"ImmEntero";"Dst";"Downregulated_yMB"
"Tmtc23";2,40670609762221e-10;1,14417363634646;0,142;0,056;4,91208714524692e-06;"ImmEntero";"Tmtc2";"Downregulated_yMB"
"Spred23";2,42609298395896e-10;1,04355054199763;0,227;0,109;4,95165578026024e-06;"ImmEntero";"Spred2";"Downregulated_yMB"
"Ccdc71l2";2,4404544006071e-10;0,94709973768001;0,502;0,336;4,9809674316391e-06;"ImmEntero";"Ccdc71l";"Downregulated_yMB"
"Ccar13";2,52989918712751e-10;0,642757411890289;0,514;0,325;5,16352424092724e-06;"ImmEntero";"Ccar1";"Downregulated_yMB"
"Abcb72";2,53922753212756e-10;0,393754655068153;0,346;0,187;5,18256339307235e-06;"ImmEntero";"Abcb7";"Downregulated_yMB"
"Sft2d22";2,57976255320392e-10;0,589015094741338;0,534;0,338;5,26529537108921e-06;"ImmEntero";"Sft2d2";"Downregulated_yMB"
"Mafk3";2,60740513501364e-10;0,666174345744899;0,427;0,254;5,32171388056283e-06;"ImmEntero";"Mafk";"Downregulated_yMB"
"Bms13";2,61099080993637e-10;0,920692999193865;0,209;0,099;5,32903224308013e-06;"ImmEntero";"Bms1";"Downregulated_yMB"
"Rap1gds13";2,61305657731107e-10;0,425158732118214;0,252;0,123;5,33324847429189e-06;"ImmEntero";"Rap1gds1";"Downregulated_yMB"
"Dok43";2,61995219100342e-10;0,615898771412919;0,353;0,196;5,34732242183799e-06;"ImmEntero";"Dok4";"Downregulated_yMB"
"Cpsf62";2,63649909619742e-10;0,247680706359102;0,323;0,169;5,38109465533893e-06;"ImmEntero";"Cpsf6";"Downregulated_yMB"
"Ccnl23";2,71972473130709e-10;0,609342300564725;0,569;0,373;5,55095817659777e-06;"ImmEntero";"Ccnl2";"Downregulated_yMB"
"Mtmr43";2,74268870991394e-10;0,314728569301112;0,351;0,193;5,59782765693436e-06;"ImmEntero";"Mtmr4";"Downregulated_yMB"
"Rassf33";2,75297500018339e-10;0,654781700891303;0,378;0,218;5,61882197537429e-06;"ImmEntero";"Rassf3";"Downregulated_yMB"
"Alpk11";2,76787034385204e-10;1,98272772231846;0,044;0,007;5,64922337180201e-06;"ImmEntero";"Alpk1";"Downregulated_yMB"
"Abl12";2,8508239527376e-10;0,543667773803979;0,275;0,138;5,81853168753745e-06;"ImmEntero";"Abl1";"Downregulated_yMB"
