"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"Genes";"signal"
"Gm148501";1,43168338157257e-42;1,49507780105813;0,449;0,148;2,92206578178962e-38;"Plasmacells";"Gm14850";"Downregulated_yMB"
"Defa-rs11";4,06308983686123e-40;1,78616513959534;0,4;0,122;8,29276635703377e-36;"Plasmacells";"Defa-rs1";"Downregulated_yMB"
"Erdr11";1,49420664032948e-37;1,73174770294214;0,49;0,195;3,04967575291247e-33;"Plasmacells";"Erdr1";"Downregulated_yMB"
"Gm152841";1,20631749535257e-35;0,242744817174962;0,742;0,492;2,46209400801459e-31;"Plasmacells";"Gm15284";"Downregulated_yMB"
"Lyz11";1,49062275975299e-32;1,03262627423604;0,576;0,333;3,04236105265586e-28;"Plasmacells";"Lyz1";"Downregulated_yMB"
"Spink41";4,07216214918551e-32;0,605704570957088;0,439;0,173;8,31128294648762e-28;"Plasmacells";"Spink4";"Downregulated_yMB"
"Itln11";1,13325945912045e-30;1,01086999302977;0,361;0,122;2,31298255606483e-26;"Plasmacells";"Itln1";"Downregulated_yMB"
"Gm148511";1,70111110888983e-29;0,645084082017165;0,426;0,171;3,47196777324414e-25;"Plasmacells";"Gm14851";"Downregulated_yMB"
"Trib11";1,81225426496561e-25;0,735874723005193;0,851;0,718;3,6988109547948e-21;"Plasmacells";"Trib1";"Downregulated_yMB"
"Defa171";4,26664839144473e-22;0,507132159292406;0,347;0,148;8,7082293669387e-18;"Plasmacells";"Defa17";"Downregulated_yMB"
"Reg3b1";4,94216155653114e-21;0,849901251319761;0,278;0,094;1,00869517368801e-16;"Plasmacells";"Reg3b";"Downregulated_yMB"
"Iqgap11";1,28132129256204e-20;0,538080635163796;0,872;0,776;2,61517675811912e-16;"Plasmacells";"Iqgap1";"Downregulated_yMB"
"Lmna1";1,93353624279269e-18;0,926593393311894;0,607;0,424;3,94634747153988e-14;"Plasmacells";"Lmna";"Downregulated_yMB"
"Ang41";4,06853170547291e-17;0,31391355840989;0,187;0,049;8,3038732108702e-13;"Plasmacells";"Ang4";"Downregulated_yMB"
"Gm78611";1,21205311200683e-16;0,708973721726647;0,217;0,071;2,47380040160593e-12;"Plasmacells";"Gm7861";"Downregulated_yMB"
"Mast4";1,3237510510574e-16;0,763255811543692;0,754;0,646;2,70177589520816e-12;"Plasmacells";"Mast4";"Downregulated_yMB"
"Pigr1";4,27862322383208e-16;0,310808131038586;0,449;0,27;8,73266999984127e-12;"Plasmacells";"Pigr";"Downregulated_yMB"
"Atf41";8,56321706243513e-16;0,435791999794632;0,904;0,814;1,74775260244301e-11;"Plasmacells";"Atf4";"Downregulated_yMB"
"Vmp11";1,18709091682545e-15;0,813258776220196;0,789;0,68;2,42285256124075e-11;"Plasmacells";"Vmp1";"Downregulated_yMB"
"Csrnp11";2,94532151829045e-14;0,653433293161871;0,692;0,584;6,0114012188308e-10;"Plasmacells";"Csrnp1";"Downregulated_yMB"
"Agr21";4,66181798691844e-14;0,98860802829201;0,176;0,054;9,51477051130054e-10;"Plasmacells";"Agr2";"Downregulated_yMB"
"Clic41";1,53179836410672e-13;0,4847499899752;0,866;0,762;3,12640046114182e-09;"Plasmacells";"Clic4";"Downregulated_yMB"
"Ubald21";3,19599871980941e-13;0,434800045658675;0,859;0,742;6,523033387131e-09;"Plasmacells";"Ubald2";"Downregulated_yMB"
"St8sia41";5,58185596959664e-13;0,428536455000737;0,831;0,703;1,13925680339467e-08;"Plasmacells";"St8sia4";"Downregulated_yMB"
"Sec61a11";6,09822046631648e-12;0,373579373462865;0,883;0,772;1,24464679717519e-07;"Plasmacells";"Sec61a1";"Downregulated_yMB"
"Mptx21";1,64585409284512e-11;0,263255183079147;0,106;0,023;3,35918820349689e-07;"Plasmacells";"Mptx2";"Downregulated_yMB"
"Basp11";3,62227980054802e-11;0,545256058993077;0,688;0,557;7,39307307291852e-07;"Plasmacells";"Basp1";"Downregulated_yMB"
"Guca2a1";1,05759266472245e-10;1,16817787752817;0,119;0,033;2,15854662869851e-06;"Plasmacells";"Guca2a";"Downregulated_yMB"
"Foxp1";1,10081911568281e-10;0,452537227278579;0,823;0,729;2,24677181510861e-06;"Plasmacells";"Foxp1";"Downregulated_yMB"
"Edem11";1,17585316614009e-10;0,273665662704078;0,952;0,886;2,39991631209192e-06;"Plasmacells";"Edem1";"Downregulated_yMB"
"Odc1";1,85191384647112e-10;0,528265461827475;0,879;0,792;3,77975616064755e-06;"Plasmacells";"Odc1";"Downregulated_yMB"
"BC0055371";1,93648757393382e-10;0,454838828160792;0,705;0,594;3,95237113839893e-06;"Plasmacells";"BC005537";"Downregulated_yMB"
"Irs21";3,15828565117665e-10;0,610639968337805;0,678;0,573;6,44606101405154e-06;"Plasmacells";"Irs2";"Downregulated_yMB"
"Ywhaz";5,02463959519002e-10;0,389514351197914;0,838;0,766;1,02552894137828e-05;"Plasmacells";"Ywhaz";"Downregulated_yMB"
"Nabp1";5,02967832173222e-10;1,54187531424456;0,235;0,122;1,02655734546555e-05;"Plasmacells";"Nabp1";"Downregulated_yMB"
"Krt191";5,33413747327955e-10;0,321395514870312;0,394;0,268;1,08869745829636e-05;"Plasmacells";"Krt19";"Downregulated_yMB"
"Pik3cg";7,7135461221364e-10;0,422505017423323;0,79;0,676;1,57433476352804e-05;"Plasmacells";"Pik3cg";"Downregulated_yMB"
"Rgcc1";8,18820277042144e-10;0,635016431798315;0,677;0,543;1,67121218544302e-05;"Plasmacells";"Rgcc";"Downregulated_yMB"
"Ldlr";1,11208772961539e-09;0,455041522131787;0,477;0,342;2,26977105614501e-05;"Plasmacells";"Ldlr";"Downregulated_yMB"
"Dennd4a1";1,40539913707158e-09;0,591958691280352;0,682;0,559;2,8684196387631e-05;"Plasmacells";"Dennd4a";"Downregulated_yMB"
"Dusp51";1,47523776156214e-09;0,455334955857447;0,712;0,589;3,01096027134833e-05;"Plasmacells";"Dusp5";"Downregulated_yMB"
"Gpx21";1,57472049256049e-09;0,248281725900175;0,21;0,101;3,21400452531597e-05;"Plasmacells";"Gpx2";"Downregulated_yMB"
"Fosl21";1,60679618713577e-09;1,25208452850989;0,226;0,115;3,27947101794411e-05;"Plasmacells";"Fosl2";"Downregulated_yMB"
"Clca3b1";2,19936052167047e-09;2,03791128559783;0,152;0,062;4,48889482472942e-05;"Plasmacells";"Clca3b";"Downregulated_yMB"
"Ifrd11";2,78395745795453e-09;0,533905229158105;0,768;0,692;5,6820571716852e-05;"Plasmacells";"Ifrd1";"Downregulated_yMB"
"Elf31";3,1353675883105e-09;0,512887382021268;0,163;0,068;6,39928524774172e-05;"Plasmacells";"Elf3";"Downregulated_yMB"
"Gm269171";3,15675426930314e-09;1,21251252439505;0,84;0,722;6,44293546364771e-05;"Plasmacells";"Gm26917";"Downregulated_yMB"
"Cd281";3,51749579013262e-09;0,491082032289694;0,78;0,681;7,17920890766067e-05;"Plasmacells";"Cd28";"Downregulated_yMB"
"Tiparp1";3,5228373658211e-09;0,500249797455489;0,771;0,678;7,19011106364086e-05;"Plasmacells";"Tiparp";"Downregulated_yMB"
"Dazap21";3,75166321939538e-09;0,506636605150279;0,723;0,635;7,65714463078598e-05;"Plasmacells";"Dazap2";"Downregulated_yMB"
"mt-Nd31";4,09061643986414e-09;0,157158007066241;0,941;0,935;8,34894815376271e-05;"Plasmacells";"mt-Nd3";"Downregulated_yMB"
"Bhlhe401";4,5041451607995e-09;0,893133768255424;0,396;0,272;9,19296027319179e-05;"Plasmacells";"Bhlhe40";"Downregulated_yMB"
"Hexim11";6,33228199664364e-09;0,65141024184841;0,472;0,354;0,000129241875551497;"Plasmacells";"Hexim1";"Downregulated_yMB"
"Atf31";7,30533638229976e-09;0,580977494614474;0,386;0,263;0,000149101915562738;"Plasmacells";"Atf3";"Downregulated_yMB"
"Mxd11";9,6235095433651e-09;0,403775382962142;0,598;0,492;0,000196415829780082;"Plasmacells";"Mxd1";"Downregulated_yMB"
"Ctla41";1,00329881416135e-08;0,3730631701174;0,778;0,662;0,000204773287970331;"Plasmacells";"Ctla4";"Downregulated_yMB"
"Foxo11";1,02723746153896e-08;0,433090951559925;0,617;0,494;0,000209659165900101;"Plasmacells";"Foxo1";"Downregulated_yMB"
"Pim11";1,1596443591028e-08;0,361509885215776;0,914;0,865;0,000236683413692882;"Plasmacells";"Pim1";"Downregulated_yMB"
"Mid11";1,22273177976447e-08;1,59801427813514;0,125;0,046;0,000249559556249929;"Plasmacells";"Mid1";"Downregulated_yMB"
