"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"Genes";"signal"
"Mob3a3";1,66037166287817e-08;0,42385281357765;0,497;0,355;0,000338881856393434;"CD8Tcells";"Mob3a";"Downregulated_yMB"
"Cnot12";1,7227031941142e-08;0,494570489086532;0,501;0,37;0,000351603721918708;"CD8Tcells";"Cnot1";"Downregulated_yMB"
"Dtx13";1,75030092079369e-08;0,429980243880315;0,574;0,443;0,000357236417933992;"CD8Tcells";"Dtx1";"Downregulated_yMB"
"Map21";1,84353327225797e-08;0,804843942224354;0,268;0,162;0,000376265140867852;"CD8Tcells";"Map2";"Downregulated_yMB"
"2900026A02Rik3";1,99686013796902e-08;0,410002360852694;0,669;0,543;0,000407559154159477;"CD8Tcells";"2900026A02Rik";"Downregulated_yMB"
"Cxx1b3";2,07633155333921e-08;0,676083198957559;0,189;0,096;0,000423779270036534;"CD8Tcells";"Cxx1b";"Downregulated_yMB"
"Tbc1d11";2,1905747002643e-08;0,521026783944752;0,5;0,364;0,000447096296323943;"CD8Tcells";"Tbc1d1";"Downregulated_yMB"
"Gm195901";2,21420754067769e-08;1,20436003532722;0,198;0,107;0,000451919759052316;"CD8Tcells";"Gm19590";"Downregulated_yMB"
"Sash32";2,2193092000177e-08;0,397771911913664;0,491;0,355;0,000452961007723612;"CD8Tcells";"Sash3";"Downregulated_yMB"
"Ubac21";2,23669876140207e-08;0,30740642112528;0,802;0,657;0,000456510217202163;"CD8Tcells";"Ubac2";"Downregulated_yMB"
"P2rx72";2,24066498676301e-08;0,335686395603678;0,565;0,425;0,000457319723798331;"CD8Tcells";"P2rx7";"Downregulated_yMB"
"Diaph12";2,27884789364663e-08;0,307796974971128;0,713;0,562;0,000465112855093278;"CD8Tcells";"Diaph1";"Downregulated_yMB"
"Plcg22";2,28179858220266e-08;0,384968375212352;0,47;0,327;0,000465715090627562;"CD8Tcells";"Plcg2";"Downregulated_yMB"
"Sept13";2,29329165613648e-08;0,244622136902068;0,874;0,746;0,000468060827017455;"CD8Tcells";"Sept1";"Downregulated_yMB"
"Cflar2";2,36584170559692e-08;0,464070041902315;0,417;0,289;0,000482868292112331;"CD8Tcells";"Cflar";"Downregulated_yMB"
"Shisa52";2,38452495522635e-08;0,231997907257078;0,942;0,844;0,000486681543361698;"CD8Tcells";"Shisa5";"Downregulated_yMB"
"Nfkb13";2,43449389555826e-08;0,686468019023884;0,416;0,298;0,00049688020408344;"CD8Tcells";"Nfkb1";"Downregulated_yMB"
"Cd962";2,5543693947425e-08;0,265080296299909;0,923;0,795;0,000521346793466945;"CD8Tcells";"Cd96";"Downregulated_yMB"
"Rnf1651";2,74516877643768e-08;0,658221590893509;0,3;0,184;0,000560288947270931;"CD8Tcells";"Rnf165";"Downregulated_yMB"
"Arhgdib1";2,77132302306835e-08;0,248918605452805;0,901;0,786;0,00056562702900825;"CD8Tcells";"Arhgdib";"Downregulated_yMB"
"Hk1";2,84049249595519e-08;0,414219319204995;0,427;0,295;0,000579744518424455;"CD8Tcells";"Hk1";"Downregulated_yMB"
"Gpr68";2,93663648736422e-08;0,474372469478286;0,405;0,282;0,000599367507071038;"CD8Tcells";"Gpr68";"Downregulated_yMB"
"Mras1";3,03311248228864e-08;0,634261224570072;0,346;0,229;0,000619058257635112;"CD8Tcells";"Mras";"Downregulated_yMB"
"Gng23";3,10711039472464e-08;0,355489617532782;0,694;0,553;0,000634161231563299;"CD8Tcells";"Gng2";"Downregulated_yMB"
"Vps542";3,13842537270067e-08;0,511311746339366;0,408;0,278;0,000640552618568206;"CD8Tcells";"Vps54";"Downregulated_yMB"
"Cd3g2";3,33608317892373e-08;0,172805740160585;0,968;0,956;0,000680894576818332;"CD8Tcells";"Cd3g";"Downregulated_yMB"
"B230219D22Rik2";3,3436947445772e-08;0,52946211943801;0,389;0,267;0,000682448097368206;"CD8Tcells";"B230219D22Rik";"Downregulated_yMB"
"Hic12";3,51804002145975e-08;0,392432895845957;0,556;0,409;0,000718031968379934;"CD8Tcells";"Hic1";"Downregulated_yMB"
"Prrc2b2";3,69074752777077e-08;0,366703249666307;0,554;0,413;0,000753281570418013;"CD8Tcells";"Prrc2b";"Downregulated_yMB"
"Il2rg1";3,70650023189293e-08;0,28237024191865;0,782;0,62;0,000756496697329347;"CD8Tcells";"Il2rg";"Downregulated_yMB"
"Papola";3,87555737524324e-08;0,360181159198266;0,583;0,451;0,000791001260287145;"CD8Tcells";"Papola";"Downregulated_yMB"
"Golim42";3,91309189877213e-08;0,462708260696282;0,594;0,448;0,000798662056539391;"CD8Tcells";"Golim4";"Downregulated_yMB"
"Plek4";3,95111108418823e-08;0,436947298327041;0,663;0,539;0,000806421772282818;"CD8Tcells";"Plek";"Downregulated_yMB"
"Sfpq3";4,0325969476926e-08;0,236125145300792;0,887;0,737;0,00082305303702406;"CD8Tcells";"Sfpq";"Downregulated_yMB"
"Ppp1r183";4,24663655811804e-08;0,275032076858731;0,664;0,512;0,000866738521511892;"CD8Tcells";"Ppp1r18";"Downregulated_yMB"
"Gls3";4,49213744788361e-08;0,312662768994656;0,71;0,55;0,000916845253113044;"CD8Tcells";"Gls";"Downregulated_yMB"
"Sytl33";4,63580049537864e-08;0,281763624625916;0,848;0,701;0,00094616688110678;"CD8Tcells";"Sytl3";"Downregulated_yMB"
"Ktn11";4,82148362862011e-08;0,362018708644078;0,694;0,55;0,000984064808601365;"CD8Tcells";"Ktn1";"Downregulated_yMB"
"Dido12";4,85483558386871e-08;0,414492246645624;0,495;0,357;0,000990871942667604;"CD8Tcells";"Dido1";"Downregulated_yMB"
"Rbck12";5,05373235667982e-08;0,252669639969263;0,661;0,504;0,00103146677399835;"CD8Tcells";"Rbck1";"Downregulated_yMB"
"Rnf1661";5,06738581507411e-08;0,341646816551959;0,624;0,469;0,00103425344485663;"CD8Tcells";"Rnf166";"Downregulated_yMB"
"Mitd12";5,12370793207328e-08;0,379260043587004;0,366;0,24;0,00104574878893616;"CD8Tcells";"Mitd1";"Downregulated_yMB"
"Def61";5,13089182896324e-08;0,323483033771027;0,464;0,321;0,0010472150222914;"CD8Tcells";"Def6";"Downregulated_yMB"
"Mdfic2";5,41775993711154e-08;0,387336650112872;0,609;0,475;0,00110576480316447;"CD8Tcells";"Mdfic";"Downregulated_yMB"
"Sipa11";5,45892279645666e-08;0,371839343153295;0,604;0,47;0,0011141661427568;"CD8Tcells";"Sipa1";"Downregulated_yMB"
"Ddx57";5,58658771544974e-08;0,158025622106819;0,996;0,966;0,00114022255272329;"CD8Tcells";"Ddx5";"Downregulated_yMB"
"Uimc12";5,82116673927515e-08;0,534748704254517;0,376;0,254;0,00118810013148606;"CD8Tcells";"Uimc1";"Downregulated_yMB"
"Phb3";6,12665825080689e-08;0,468027477616781;0,259;0,153;0,00125045094898969;"CD8Tcells";"Phb";"Downregulated_yMB"
"Cyth31";6,14078931717963e-08;0,394943602710056;0,65;0,524;0,00125333509963636;"CD8Tcells";"Cyth3";"Downregulated_yMB"
"Fam208a2";6,29707219387389e-08;0,41253998511315;0,412;0,285;0,00128523243476966;"CD8Tcells";"Fam208a";"Downregulated_yMB"
"Hipk12";6,8939952884614e-08;0,348322316499765;0,463;0,323;0,00140706443837497;"CD8Tcells";"Hipk1";"Downregulated_yMB"
"Dr12";6,9417555941526e-08;0,579338938326865;0,306;0,193;0,00141681231676655;"CD8Tcells";"Dr1";"Downregulated_yMB"
"Rsrp13";7,14673670374518e-08;0,262963837279934;0,951;0,855;0,00145864896123439;"CD8Tcells";"Rsrp1";"Downregulated_yMB"
"Colgalt13";7,26224321403211e-08;0,437858601032452;0,386;0,258;0,00148222383998395;"CD8Tcells";"Colgalt1";"Downregulated_yMB"
"Naa382";7,40623539798154e-08;0,456622485619723;0,339;0,219;0,00151161264472803;"CD8Tcells";"Naa38";"Downregulated_yMB"
"Otulin3";7,47527666232194e-08;0,284686325664353;0,607;0,461;0,00152570396677991;"CD8Tcells";"Otulin";"Downregulated_yMB"
"Prpf38b1";7,53695516477549e-08;0,23453222780437;0,754;0,602;0,00153829254913068;"CD8Tcells";"Prpf38b";"Downregulated_yMB"
"Spn3";7,57624927209576e-08;0,429025736946606;0,541;0,395;0,00154631247643474;"CD8Tcells";"Spn";"Downregulated_yMB"
"Acly2";7,86118543994185e-08;0,435293061267808;0,44;0,312;0,00160446794829213;"CD8Tcells";"Acly";"Downregulated_yMB"
"Gm2a1";8,12391907085306e-08;0,709830918065991;0,285;0,182;0,00165809188236111;"CD8Tcells";"Gm2a";"Downregulated_yMB"
"Wipf13";8,27266694943234e-08;0,372046605488939;0,579;0,435;0,00168845132437914;"CD8Tcells";"Wipf1";"Downregulated_yMB"
"Plcg13";8,78482114975719e-08;0,515527053290786;0,41;0,281;0,00179298199666544;"CD8Tcells";"Plcg1";"Downregulated_yMB"
"Itgb71";8,84140019871152e-08;0,253168874454742;0,685;0,54;0,00180452978055702;"CD8Tcells";"Itgb7";"Downregulated_yMB"
"Ptpn123";8,90814044357662e-08;0,577561048674337;0,326;0,214;0,00181815146453399;"CD8Tcells";"Ptpn12";"Downregulated_yMB"
"Nsd13";9,06817229743405e-08;0,327654286590973;0,72;0,569;0,00185081396590629;"CD8Tcells";"Nsd1";"Downregulated_yMB"
"Bmp2k2";9,10738674205719e-08;0,504947760188626;0,422;0,304;0,00185881763405387;"CD8Tcells";"Bmp2k";"Downregulated_yMB"
"Gngt22";9,69985430407762e-08;0,531698977621668;0,404;0,285;0,00197974026346224;"CD8Tcells";"Gngt2";"Downregulated_yMB"
"Elmo11";9,90266392164045e-08;0,507043017944212;0,366;0,249;0,00202113370640682;"CD8Tcells";"Elmo1";"Downregulated_yMB"
"Hcls11";1,00906381943841e-07;0,337095885843004;0,691;0,559;0,0020594992554738;"CD8Tcells";"Hcls1";"Downregulated_yMB"
"Dnajc31";1,03158570309507e-07;0,265052588921636;0,705;0,544;0,00210546642001703;"CD8Tcells";"Dnajc3";"Downregulated_yMB"
"Dync1h12";1,04035863367443e-07;0,329575699411133;0,608;0,47;0,00212337197132952;"CD8Tcells";"Dync1h1";"Downregulated_yMB"
"Atxn13";1,06019300753674e-07;0,434277297266645;0,522;0,377;0,00216385392838248;"CD8Tcells";"Atxn1";"Downregulated_yMB"
"Far12";1,1072826444958e-07;0,611448056824733;0,321;0,207;0,00225996387741593;"CD8Tcells";"Far1";"Downregulated_yMB"
"Lsm61";1,13115878621272e-07;0,312709449035601;0,505;0,375;0,00230869508266016;"CD8Tcells";"Lsm6";"Downregulated_yMB"
"Rps27rt1";1,14744946376315e-07;0,306889684635704;0,623;0,489;0,00234194435554059;"CD8Tcells";"Rps27rt";"Downregulated_yMB"
"Glrp1";1,18580302966978e-07;1,21840800213593;0,127;0,056;0,00242022398355603;"CD8Tcells";"Glrp1";"Downregulated_yMB"
"Abcf13";1,33739114880525e-07;0,284136955282037;0,744;0,607;0,00272961533471152;"CD8Tcells";"Abcf1";"Downregulated_yMB"
"Zfp3972";1,343604673942e-07;0,931768090052564;0,178;0,094;0,00274229713951563;"CD8Tcells";"Zfp397";"Downregulated_yMB"
"Phf20l12";1,34434550812276e-07;0,399039139281558;0,592;0,453;0,00274380918207855;"CD8Tcells";"Phf20l1";"Downregulated_yMB"
"Pim23";1,36757224089033e-07;0,821804325978211;0,226;0,133;0,00279121494365715;"CD8Tcells";"Pim2";"Downregulated_yMB"
"Rad501";1,36799500784104e-07;0,424090225171201;0,381;0,256;0,00279207781100356;"CD8Tcells";"Rad50";"Downregulated_yMB"
"Traf52";1,37633504656089e-07;0,422109368049689;0,535;0,405;0,00280909983003077;"CD8Tcells";"Traf5";"Downregulated_yMB"
"Gpr651";1,39091388364286e-07;0,281081475713587;0,577;0,426;0,00283885523651507;"CD8Tcells";"Gpr65";"Downregulated_yMB"
"Sbno11";1,39854387127045e-07;0,36686984202239;0,679;0,53;0,00285442804126299;"CD8Tcells";"Sbno1";"Downregulated_yMB"
"Arhgap91";1,40744362970434e-07;0,304843585204657;0,603;0,474;0,00287259244822655;"CD8Tcells";"Arhgap9";"Downregulated_yMB"
"Slamf71";1,40968628404516e-07;0,449414222945326;0,508;0,375;0,00287716970573617;"CD8Tcells";"Slamf7";"Downregulated_yMB"
"Prrc2a2";1,43105554826263e-07;0,3507009937683;0,507;0,367;0,00292078437400402;"CD8Tcells";"Prrc2a";"Downregulated_yMB"
"Dync1li22";1,54211095694592e-07;0,671227043078608;0,218;0,123;0,00314744846312663;"CD8Tcells";"Dync1li2";"Downregulated_yMB"
"Cdc42ep33";1,54253811931026e-07;0,561812277937389;0,305;0,192;0,00314832030151224;"CD8Tcells";"Cdc42ep3";"Downregulated_yMB"
"Git22";1,57040426830826e-07;0,289592623711495;0,708;0,558;0,00320519511161717;"CD8Tcells";"Git2";"Downregulated_yMB"
"Rb11";1,59038945513609e-07;0,477220672121247;0,51;0,382;0,00324598487793276;"CD8Tcells";"Rb1";"Downregulated_yMB"
"Zbtb161";1,66003002500871e-07;1,13945087226016;0,067;0,018;0,00338812128104278;"CD8Tcells";"Zbtb16";"Downregulated_yMB"
"Nt5e3";1,6638145111071e-07;0,395926977026546;0,489;0,361;0,0033958454171696;"CD8Tcells";"Nt5e";"Downregulated_yMB"
"Sept72";1,67341620633044e-07;0,242591009072583;0,869;0,719;0,00341544247712044;"CD8Tcells";"Sept7";"Downregulated_yMB"
"Pds5a2";1,69095961785923e-07;0,38807712692921;0,544;0,399;0,0034512485800507;"CD8Tcells";"Pds5a";"Downregulated_yMB"
"Zcchc71";1,7073034684445e-07;0,393757511034038;0,694;0,546;0,00348460637909522;"CD8Tcells";"Zcchc7";"Downregulated_yMB"
"Mgmt2";1,71354285925602e-07;2,32605495276964;0,051;0,009;0,00349734097574154;"CD8Tcells";"Mgmt";"Downregulated_yMB"
"Ndufa2";1,82383026045829e-07;0,169874815375413;0,842;0,702;0,00372243756159538;"CD8Tcells";"Ndufa2";"Downregulated_yMB"
"Rfc23";1,83301202629176e-07;0,193777742171632;0,646;0,476;0,00374117754566149;"CD8Tcells";"Rfc2";"Downregulated_yMB"
"Zfp7732";1,91357902092315e-07;1,38113543693643;0,117;0,051;0,00390561478170415;"CD8Tcells";"Zfp773";"Downregulated_yMB"
"Tpp12";1,9563863108453e-07;0,602957661263156;0,24;0,139;0,00399298446043527;"CD8Tcells";"Tpp1";"Downregulated_yMB"
"Htt2";2,06842722428201e-07;0,496595301848113;0,333;0,217;0,00422165996475958;"CD8Tcells";"Htt";"Downregulated_yMB"
"Ikzf11";2,07210918044035e-07;0,360406418220805;0,606;0,472;0,00422917483727876;"CD8Tcells";"Ikzf1";"Downregulated_yMB"
"Cdk173";2,10062286144377e-07;0,418899837148974;0,529;0,39;0,00428737126020674;"CD8Tcells";"Cdk17";"Downregulated_yMB"
"Fdft11";2,22010018683189e-07;0,634927387304359;0,294;0,189;0,00453122448132388;"CD8Tcells";"Fdft1";"Downregulated_yMB"
"Kat6a1";2,31569672959807e-07;0,329271412707781;0,551;0,412;0,00472633702510966;"CD8Tcells";"Kat6a";"Downregulated_yMB"
"Csk2";2,3366276586184e-07;0,257769547479984;0,63;0,485;0,00476905705124015;"CD8Tcells";"Csk";"Downregulated_yMB"
"Elovl53";2,35809166242769e-07;0,58609669595068;0,272;0,17;0,00481286508301491;"CD8Tcells";"Elovl5";"Downregulated_yMB"
"Ash1l2";2,37547937309036e-07;0,330141746563103;0,64;0,498;0,00484835340047742;"CD8Tcells";"Ash1l";"Downregulated_yMB"
"Ctsa3";2,43352361850871e-07;0,29212456854402;0,577;0,435;0,00496682170537627;"CD8Tcells";"Ctsa";"Downregulated_yMB"
"Ptpn113";2,46447270215518e-07;0,31947370979072;0,605;0,465;0,00502998878509872;"CD8Tcells";"Ptpn11";"Downregulated_yMB"
"Chn23";2,60624505394908e-07;0,278791865373091;0,806;0,648;0,00531934615511008;"CD8Tcells";"Chn2";"Downregulated_yMB"
"Cbl";2,79427958075834e-07;0,335002137893206;0,604;0,474;0,00570312462432778;"CD8Tcells";"Cbl";"Downregulated_yMB"
"N4bp13";2,80963191430268e-07;0,364511564910465;0,518;0,38;0,00573445873709176;"CD8Tcells";"N4bp1";"Downregulated_yMB"
"Rbm61";2,80969560208208e-07;0,378551226935957;0,497;0,362;0,00573458872384953;"CD8Tcells";"Rbm6";"Downregulated_yMB"
"Sf11";2,85045493975766e-07;0,322634246401342;0,591;0,45;0,00581777853204539;"CD8Tcells";"Sf1";"Downregulated_yMB"
"Efr3a2";2,88254277543694e-07;0,295305515952816;0,634;0,49;0,0058832698046668;"CD8Tcells";"Efr3a";"Downregulated_yMB"
"Pnisr";2,94489672237394e-07;0,242196836408535;0,891;0,73;0,00601053421036521;"CD8Tcells";"Pnisr";"Downregulated_yMB"
"Grap23";3,00890242710977e-07;0,684945129858863;0,241;0,144;0,00614116985373103;"CD8Tcells";"Grap2";"Downregulated_yMB"
"Pla2g162";3,04020972241492e-07;0,22974633806563;0,775;0,673;0,00620506804344886;"CD8Tcells";"Pla2g16";"Downregulated_yMB"
"Itpkb1";3,10384721024006e-07;0,300954569412665;0,865;0,735;0,00633495215609996;"CD8Tcells";"Itpkb";"Downregulated_yMB"
"1600014C10Rik2";3,15441214623447e-07;0,587552801516428;0,331;0,217;0,00643815519046455;"CD8Tcells";"1600014C10Rik";"Downregulated_yMB"
"Tln13";3,15592053143235e-07;0,229074131175684;0,912;0,802;0,00644123380465343;"CD8Tcells";"Tln1";"Downregulated_yMB"
"Prrc2c1";3,16107089026043e-07;0,224578167348683;0,924;0,8;0,00645174568702155;"CD8Tcells";"Prrc2c";"Downregulated_yMB"
"Fyn3";3,18091919549461e-07;0,225882492985054;0,885;0,754;0,0064922560780045;"CD8Tcells";"Fyn";"Downregulated_yMB"
"Morc11";3,29589969681734e-07;0,794718053410532;0,202;0,116;0,00672693128120418;"CD8Tcells";"Morc1";"Downregulated_yMB"
"Tapbp2";3,41429523530951e-07;0,257470901646184;0,72;0,58;0,00696857657526672;"CD8Tcells";"Tapbp";"Downregulated_yMB"
"Malat12";3,49891696661036e-07;0,16145218857214;1;0,999;0,00714128952885175;"CD8Tcells";"Malat1";"Downregulated_yMB"
"Tob23";3,67016847011423e-07;0,545624532225216;0,36;0,252;0,00749081384750315;"CD8Tcells";"Tob2";"Downregulated_yMB"
"Grcc103";3,70329293838858e-07;0,479827278805778;0,389;0,278;0,00755842088725109;"CD8Tcells";"Grcc10";"Downregulated_yMB"
"Pnn3";3,71707628500683e-07;0,222582110515083;0,747;0,6;0,00758655269769894;"CD8Tcells";"Pnn";"Downregulated_yMB"
"Apol9b2";3,7490144579601e-07;0,337430235021896;0,47;0,342;0,00765173850869656;"CD8Tcells";"Apol9b";"Downregulated_yMB"
"Tex93";3,76362317857399e-07;0,691345100535183;0,271;0,172;0,00768155490746952;"CD8Tcells";"Tex9";"Downregulated_yMB"
"Smc42";3,76933044326939e-07;0,24139286732621;0,689;0,539;0,00769320343471283;"CD8Tcells";"Smc4";"Downregulated_yMB"
"Unc119b2";3,76999410709721e-07;0,309063086825759;0,438;0,308;0,00769455797258542;"CD8Tcells";"Unc119b";"Downregulated_yMB"
"Eif4g13";3,77205839842896e-07;0,197859177979359;0,582;0,427;0,0076987711911935;"CD8Tcells";"Eif4g1";"Downregulated_yMB"
"Hectd13";3,81222413642743e-07;0,275248870039018;0,682;0,547;0,00778074946244838;"CD8Tcells";"Hectd1";"Downregulated_yMB"
"Aak11";3,85376142575935e-07;0,302562468080271;0,507;0,366;0,00786552706997484;"CD8Tcells";"Aak1";"Downregulated_yMB"
"Pofut23";3,93728375662777e-07;0,604227535897165;0,244;0,148;0,00803599614727727;"CD8Tcells";"Pofut2";"Downregulated_yMB"
"Xrn11";4,08309903010218e-07;0,314766818210191;0,644;0,515;0,00833360512043854;"CD8Tcells";"Xrn1";"Downregulated_yMB"
"Ttc14";4,08651105877047e-07;0,302752830433625;0,74;0,592;0,00834056907095054;"CD8Tcells";"Ttc14";"Downregulated_yMB"
"Eif4g31";4,1437749253681e-07;0,380306092842965;0,539;0,404;0,00845744462267628;"CD8Tcells";"Eif4g3";"Downregulated_yMB"
"Nup1531";4,16378794918143e-07;0,53319652891352;0,343;0,231;0,0084982912042793;"CD8Tcells";"Nup153";"Downregulated_yMB"
"Sarnp2";4,20857344457924e-07;0,187954027196663;0,608;0,451;0,00858969840038623;"CD8Tcells";"Sarnp";"Downregulated_yMB"
"Hacd33";4,21050617496035e-07;0,533780893138148;0,375;0,267;0,00859364310309407;"CD8Tcells";"Hacd3";"Downregulated_yMB"
"Rexo23";4,27217538351526e-07;0,326809387825909;0,469;0,333;0,00871950995775464;"CD8Tcells";"Rexo2";"Downregulated_yMB"
"Degs13";4,4443770754842e-07;0,381007706160996;0,38;0,258;0,00907097361106324;"CD8Tcells";"Degs1";"Downregulated_yMB"
"Exoc42";4,76338627428506e-07;0,564618220316997;0,322;0,215;0,00972207138581581;"CD8Tcells";"Exoc4";"Downregulated_yMB"
"Lfng3";4,87396817426424e-07;0,552819800734084;0,21;0,119;0,00994776904367331;"CD8Tcells";"Lfng";"Downregulated_yMB"
"Phip1";4,90275687943699e-07;0,400375760144234;0,638;0,512;0,0100065267909309;"CD8Tcells";"Phip";"Downregulated_yMB"
"Senp11";4,90926897731805e-07;0,32315400756816;0,461;0,336;0,0100198179827061;"CD8Tcells";"Senp1";"Downregulated_yMB"
"Hiat12";4,91941983120086e-07;0,55300348005629;0,341;0,231;0,010040535875481;"CD8Tcells";"Hiat1";"Downregulated_yMB"
"Supt53";5,04727272085412e-07;0,347589303612163;0,52;0,38;0,0103014836232633;"CD8Tcells";"Supt5";"Downregulated_yMB"
"Tmx32";5,14702377492868e-07;0,464740116045369;0,414;0,292;0,0105050755246294;"CD8Tcells";"Tmx3";"Downregulated_yMB"
"Nup2103";5,31628606550589e-07;0,540788974569916;0,299;0,19;0,0108505398596975;"CD8Tcells";"Nup210";"Downregulated_yMB"
"Bola22";5,37180469495152e-07;0,293792764778237;0,511;0,381;0,010963853382396;"CD8Tcells";"Bola2";"Downregulated_yMB"
"Fam179b1";5,46229705872458e-07;0,7499993160144;0,204;0,118;0,0111485482968569;"CD8Tcells";"Fam179b";"Downregulated_yMB"
"Fam134b2";5,53304545572081e-07;0,39128784875605;0,427;0,307;0,0112929457751262;"CD8Tcells";"Fam134b";"Downregulated_yMB"
"Ppp4r22";5,59960284127327e-07;0,314874450497613;0,558;0,42;0,0114287893990387;"CD8Tcells";"Ppp4r2";"Downregulated_yMB"
"Rc3h13";5,70950837119645e-07;0,572119285340194;0,335;0,231;0,011653106585612;"CD8Tcells";"Rc3h1";"Downregulated_yMB"
"Pet1001";5,81474049205361e-07;0,357304449626499;0,446;0,333;0,0118678853442814;"CD8Tcells";"Pet100";"Downregulated_yMB"
"Xlr4b2";5,8501384187422e-07;0,597798081348854;0,247;0,151;0,0119401325126528;"CD8Tcells";"Xlr4b";"Downregulated_yMB"
"Acsl42";5,97826167777178e-07;0,487697506748935;0,303;0,196;0,0122016320843322;"CD8Tcells";"Acsl4";"Downregulated_yMB"
"Drap12";6,01472003561436e-07;0,1842687664462;0,615;0,475;0,0122760435926889;"CD8Tcells";"Drap1";"Downregulated_yMB"
"Parp142";6,1370602102213e-07;0,337455979562307;0,475;0,353;0,0125257398890617;"CD8Tcells";"Parp14";"Downregulated_yMB"
"Capza11";6,18794385983511e-07;0,342035753671589;0,608;0,492;0,0126295934179235;"CD8Tcells";"Capza1";"Downregulated_yMB"
"Prkd23";6,22727376617322e-07;0,498780192046038;0,251;0,153;0,0127098657567595;"CD8Tcells";"Prkd2";"Downregulated_yMB"
"Eva1b3";6,48746303218846e-07;0,633546310953608;0,23;0,136;0,0132409120486967;"CD8Tcells";"Eva1b";"Downregulated_yMB"
"Baz2a2";6,51661252704628e-07;0,367200835064905;0,503;0,376;0,0133004061677015;"CD8Tcells";"Baz2a";"Downregulated_yMB"
"Fli11";6,55386591037592e-07;0,327606574146257;0,525;0,395;0,0133764403230773;"CD8Tcells";"Fli1";"Downregulated_yMB"
"Cap12";6,56880315700321e-07;0,232105544745994;0,675;0,501;0,0134069272434436;"CD8Tcells";"Cap1";"Downregulated_yMB"
"G3bp22";6,67675767517768e-07;0,287867735919815;0,654;0,529;0,0136272624150376;"CD8Tcells";"G3bp2";"Downregulated_yMB"
"Pptc72";6,85839584094103e-07;0,588249670241322;0,271;0,17;0,0139979859113606;"CD8Tcells";"Pptc7";"Downregulated_yMB"
"Mthfd23";7,09818284469308e-07;0,422005006062975;0,313;0,206;0,0144873911860186;"CD8Tcells";"Mthfd2";"Downregulated_yMB"
"Ttc132";7,13374718486023e-07;1,1838399501677;0,123;0,057;0,0145599780042997;"CD8Tcells";"Ttc13";"Downregulated_yMB"
"Trip122";7,33193413114966e-07;0,332741361577274;0,663;0,535;0,0149644775616765;"CD8Tcells";"Trip12";"Downregulated_yMB"
"Ik1";7,86842187788805e-07;0,286300953136465;0,56;0,433;0,0160594490527695;"CD8Tcells";"Ik";"Downregulated_yMB"
"Pum23";7,88573276175446e-07;0,259633669707775;0,694;0,562;0,0160947805667409;"CD8Tcells";"Pum2";"Downregulated_yMB"
"Nop103";7,95055792679345e-07;0,179384462718133;0,782;0,643;0,0162270887285854;"CD8Tcells";"Nop10";"Downregulated_yMB"
"Rpn12";7,9520292411952e-07;0,323254187246484;0,57;0,433;0,0162300916812794;"CD8Tcells";"Rpn1";"Downregulated_yMB"
"Rora3";8,02359271468596e-07;0,630285018226276;0,327;0,225;0,0163761527306741;"CD8Tcells";"Rora";"Downregulated_yMB"
"Fus3";8,02754602771693e-07;0,246538340065229;0,918;0,809;0,0163842214425703;"CD8Tcells";"Fus";"Downregulated_yMB"
"Dapp13";8,1963072856859e-07;0,430431397157121;0,346;0,237;0,0167286631700849;"CD8Tcells";"Dapp1";"Downregulated_yMB"
"Tnrc6a1";8,53902456231926e-07;0,346703844340049;0,59;0,457;0,0174281491316936;"CD8Tcells";"Tnrc6a";"Downregulated_yMB"
"Ube4a3";8,56434862072225e-07;0,632645783549825;0,226;0,134;0,0174798355348941;"CD8Tcells";"Ube4a";"Downregulated_yMB"
"Clk43";8,61505493109309e-07;0,366222996309462;0,463;0,343;0,017583327114361;"CD8Tcells";"Clk4";"Downregulated_yMB"
"Nfkbiz3";9,21749734755857e-07;0,442734928941855;0,359;0,244;0,0188129120863671;"CD8Tcells";"Nfkbiz";"Downregulated_yMB"
"Brd71";9,43062756187725e-07;0,319675834743295;0,396;0,274;0,0192479108537915;"CD8Tcells";"Brd7";"Downregulated_yMB"
"Nup853";9,43587932897023e-07;0,692394115448053;0,245;0,152;0,0192586297104282;"CD8Tcells";"Nup85";"Downregulated_yMB"
"Clptm1l1";9,56053442484095e-07;0,351599028182832;0,457;0,328;0,0195130507611004;"CD8Tcells";"Clptm1l";"Downregulated_yMB"
"Ccdc123";9,60575186637892e-07;0,219537109369456;0,786;0,663;0,0196053395592794;"CD8Tcells";"Ccdc12";"Downregulated_yMB"
"Gfod12";9,65311364454843e-07;0,678669817011313;0,185;0,103;0,0197020049485233;"CD8Tcells";"Gfod1";"Downregulated_yMB"
"Baz1b2";9,81538856865077e-07;0,249891868220054;0,587;0,448;0,0200332080686162;"CD8Tcells";"Baz1b";"Downregulated_yMB"
"Zzz32";9,87556258279177e-07;0,509016924353823;0,329;0,223;0,020156023231478;"CD8Tcells";"Zzz3";"Downregulated_yMB"
"Tmem258";1,02962272164166e-06;0,201351890391926;0,698;0,566;0,0210145997487063;"CD8Tcells";"Tmem258";"Downregulated_yMB"
"Cxx1a2";1,03459627610215e-06;0,574466584759846;0,265;0,169;0,0211161099952448;"CD8Tcells";"Cxx1a";"Downregulated_yMB"
